Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample
NP_001091868.1,3065.8,4384.0,5321.8,2929.2,4271.5,5467.2,2298.0,3140.6,5869.2,3685.0,4630.8,5479.5,4205.7,6068.4,9689.6,4370.9,5952.1,7442.8,3724.0,4972.9,8138.7,3749.8,5063.6,7181.7,2921.2,4070.0,8201.0,2967.774074074074,3400.944444444444,4345.700000000001,2987.0333333333338,3428.974074074074,4570.037037037037,3648.733333333333,4306.099999999999,7060.237037037037,3597.4888888888895,3640.8148148148152,4597.337037037036,4710.185185185185,5276.499999999999,7876.514814814814,4357.759259259259,4546.270370370372,6018.862962962961,4838.04074074074,5254.337037037038,7640.437037037038,4698.874074074075,5043.533333333334,6975.029629629629,4955.68148148148,5559.6814814814825,9227.966666666667
NP_000134.2,5408.0,6955.8,8708.2,4977.1,6573.9,8146.1,3251.5,4059.0,5981.5,5156.0,6681.6,8037.9,4928.2,6218.2,8093.2,4591.5,5780.9,6780.5,4245.2,5277.4,7381.8,4223.2,5425.1,7039.6,3172.3,4053.9,6291.2,5308.396296296297,5292.822222222221,6918.770370370369,5208.829629629629,5223.27037037037,6704.52962962963,5839.214814814814,5466.311111111112,7163.777777777777,5128.492592592592,5114.551851851852,6425.266666666666,5578.403703703704,5438.581481481481,6578.985185185184,4678.574074074075,4434.829629629629,5466.311111111112,5752.196296296297,5598.499999999999,7060.237037037037,5466.311111111112,5438.581481481481,6918.770370370369,5421.092592592591,5539.4,7060.237037037037
NP_006187.2,5079.6,7716.3,7816.5,5101.6,7335.5,7926.4,3466.9,4708.9,6028.6,5236.5,7662.5,7944.8,5086.3,7093.9,8708.4,7921.8,8816.2,9779.3,3582.1,5214.6,6487.7,3943.5,5760.3,6537.9,2935.2,3851.0,5525.6,4941.588888888889,5955.04074074074,6210.11851851852,5325.55185185185,5980.999999999999,6482.125925925926,6113.651851851851,6399.759259259259,7224.374074074074,5208.829629629629,5921.011111111112,6399.759259259259,5752.196296296297,6300.255555555555,7011.596296296297,8078.585185185188,6975.029629629629,7829.670370370371,4610.218518518519,5559.6814814814825,6300.255555555555,4955.68148148148,5798.007407407406,6425.266666666666,5030.537037037037,5344.981481481482,6063.992592592592
NP_001257411.1,5134.9,2720.5,4578.1,4764.9,2644.3,4319.5,3120.9,1831.3,2844.3,4898.8,2748.3,4242.5,4489.1,2668.5,3991.7,4143.2,2419.5,3845.3,3965.5,2360.0,3495.6,3732.3,2232.0,3287.5,3133.5,1955.1,2705.6,5014.3370370370385,2203.262962962963,3801.0370370370365,4877.8592592592595,2233.588888888889,3675.029629629629,5466.311111111112,2459.4666666666662,3533.081481481482,4792.825925925926,2233.588888888889,3582.722222222222,5091.114814814814,2303.3555555555554,3382.3444444444435,4191.692592592592,1959.5037037037039,3231.4037037037033,5325.55185185185,2498.2481481481477,3373.655555555556,4665.074074074075,2233.588888888889,3332.014814814815,5325.55185185185,2591.407407407408,3121.359259259259
NP_066953.1,11826.1,12174.6,11790.9,12414.2,11198.7,11279.6,8048.0,7839.1,7873.3,11673.5,11188.9,10861.1,11144.2,10935.8,10802.9,11169.6,10232.1,10203.6,9156.7,9478.9,9244.1,8445.6,7936.6,7848.5,7418.4,7394.2,7478.4,11514.740740740743,9173.718518518519,9883.211111111112,12579.114814814817,9016.477777777778,9613.000000000002,13449.977777777778,10756.766666666665,9801.611111111111,11657.937037037036,8496.603703703704,9173.718518518519,12658.896296296296,9700.348148148149,8943.67037037037,11105.655555555553,8078.585185185188,7996.2444444444445,11849.511111111111,10022.792592592594,8800.618518518519,10848.059259259258,7906.703703703703,7640.437037037038,12495.288888888892,10080.085185185184,8581.333333333334
NP_001145.1,10342.5,17111.5,10350.5,9755.1,15751.6,11025.0,5427.4,7734.7,7153.3,11048.8,16401.4,9700.2,8264.7,12519.2,10688.1,8201.0,13352.5,14773.0,10332.9,13470.6,9996.7,10531.4,15149.8,10321.8,6958.7,9773.6,11688.6,10448.17037037037,12658.896296296296,8528.592592592591,10316.196296296299,12579.114814814817,9388.925925925927,9121.325925925927,10642.818518518518,8800.618518518519,11189.792592592596,12425.448148148149,7996.2444444444445,9388.925925925927,11265.237037037035,8852.770370370368,8467.644444444446,10215.574074074077,11746.559259259258,13449.977777777778,13698.807407407407,9750.222222222223,13574.722222222223,14493.781481481481,10215.574074074077,11189.792592592596,12758.611111111111,13344.218518518519
NP_003671.1,5730.1,4844.0,9731.0,5613.2,4707.1,9567.6,4240.9,3314.0,6998.4,5778.5,4955.5,10167.2,6522.9,4824.4,10880.4,6086.2,5568.8,11116.0,5348.5,3967.7,9674.5,5292.9,4340.3,8959.8,4089.5,2951.8,6897.0,5686.799999999999,3719.125925925926,8034.699999999999,5861.751851851852,3809.703703703703,8034.699999999999,7489.31111111111,4570.037037037037,8496.603703703704,5897.548148148147,3873.925925925926,8581.333333333334,7439.281481481479,4282.285185185186,9121.325925925927,6578.985185185184,4262.711111111112,9089.574074074075,7298.955555555555,4306.099999999999,9281.822222222223,6975.029629629629,4389.514814814814,8852.770370370368,7117.7148148148135,4077.974074074074,7677.655555555555
NP_004550.2,3563.8,3217.0,633.4,3565.8,3222.3,558.9,1820.7,1648.0,381.8,3387.6,3388.9,553.6,2591.9,2227.4,501.2,2982.5,2782.0,443.9,2079.8,1873.2,432.0,2087.7,1774.6,362.4,1249.8,1187.1,308.8,3542.822222222222,2571.896296296297,593.2222222222223,3675.029629629629,2681.525925925926,548.948148148148,2845.6333333333337,2178.948148148148,508.3777777777777,3307.255555555555,2699.7037037037044,537.5703703703704,2688.4481481481484,1974.8999999999999,457.5518518518517,3049.259259259259,2245.3333333333335,414.15555555555557,2580.962962962963,2003.4296296296293,472.762962962963,2449.159259259259,1789.7592592592598,418.73703703703694,1897.962962962963,1601.888888888889,407.05925925925936
NP_005498.1,17585.5,18289.2,21788.6,18735.3,19082.5,23798.0,11605.6,11339.8,13550.1,19474.4,20543.1,23164.3,17536.9,17406.0,21822.1,22334.2,23608.0,29068.5,15212.3,15377.3,16949.4,16452.9,16775.4,19455.6,11485.9,10583.8,12467.2,18993.759259259255,13698.807407407407,17241.533333333333,21350.111111111117,15323.433333333329,19295.377777777772,21760.211111111115,15121.285185185186,17909.33703703704,20581.51111111112,15446.392592592589,18619.977777777778,21760.211111111115,15446.392592592589,18993.759259259255,24248.185185185186,17909.33703703704,21760.211111111115,19977.507407407407,15323.433333333329,16015.655555555559,21350.111111111117,16015.655555555559,18390.22222222222,19295.377777777772,13826.644444444442,14617.03333333333
NP_003281.1,5781.4,8448.3,2466.2,5956.6,8485.0,2433.9,3087.8,4499.0,1324.5,5798.3,8240.8,2366.4,4253.9,6058.8,1879.5,5795.8,7676.4,2308.1,4057.1,5937.7,1771.5,4037.3,5835.0,1700.1,2929.6,4466.2,1321.6,5752.196296296297,6506.585185185185,2101.592592592592,6300.255555555555,6949.225925925925,2105.7074074074076,5381.444444444444,5980.999999999999,1631.3222222222223,5921.011111111112,6399.759259259259,2043.7,4749.985185185184,5241.462962962962,1591.3,6226.640740740741,6018.862962962961,1986.6370370370369,5421.092592592591,6300.255555555555,1772.8925925925926,5128.492592592592,5877.881481481483,1782.7407407407404,5014.3370370370385,6018.862962962961,1583.4333333333334
NP_001257376.1,2048.4,4072.0,4021.3,2052.7,3926.5,3790.9,1403.3,2740.8,3155.7,2186.9,4008.1,3832.5,2131.8,4052.9,4439.5,1957.5,4159.7,3785.4,2085.4,4036.5,4391.1,2257.0,4479.4,4416.5,2034.8,4133.7,4812.1,1951.2148148148146,3204.5666666666657,3373.655555555556,2064.3740740740736,3223.862962962963,3251.65925925926,2137.6296296296296,3692.1666666666665,3928.5296296296297,2088.4814814814818,3162.944444444445,3284.8629629629627,2178.948148148148,3614.181481481481,3733.8148148148152,1871.1703703703708,3291.48888888889,3190.8111111111116,2585.9888888888895,4389.514814814814,4425.392592592592,2648.0814814814808,4480.951851851852,4503.414814814814,3204.5666666666657,5653.874074074074,5466.311111111112
NP_001310911.1,3348.9,4720.1,3274.5,3258.0,4275.2,3465.7,2114.0,2405.9,2116.1,3111.9,4404.8,3430.9,2811.2,3492.1,2894.6,2808.7,4321.4,2745.4,2447.8,2911.3,2529.3,2428.9,3207.9,2529.0,1978.8,2157.2,1819.6,3245.4518518518516,3607.144444444444,2765.7185185185176,3341.3037037037034,3436.7296296296295,2932.296296296296,3394.277777777778,3215.7925925925924,2630.066666666666,3049.259259259259,3428.974074074074,2925.52962962963,2919.5333333333338,3094.007407407407,2493.577777777778,2798.8111111111116,3387.4999999999995,2323.8074074074066,3081.3333333333326,3056.7925925925924,2534.1333333333337,2941.5296296296297,3204.5666666666657,2630.066666666666,3146.3740740740727,2904.496296296296,2084.525925925926
NP_938148.1,3616.9,10701.4,3374.6,3668.2,10262.3,3222.1,2908.1,7057.7,2629.6,3931.6,11286.0,3440.7,4311.4,11092.5,3997.9,3913.8,10767.0,3390.8,3520.7,8797.0,3516.8,3520.8,9358.0,3132.2,2936.5,6742.0,2933.5,3625.2407407407395,8107.470370370372,2820.125925925925,3742.4814814814813,8251.240740740739,2788.051851851851,4914.422222222224,9474.281481481481,3245.4518518518516,3873.925925925926,8581.333333333334,2947.085185185185,4822.0148148148155,9801.611111111111,3394.277777777778,3928.5296296296297,8432.262962962965,2839.5481481481484,4536.059259259259,9052.655555555555,3422.9740740740735,4321.437037037038,9337.255555555557,3204.5666666666657,5043.533333333334,9052.655555555555,3455.248148148148
NP_001008938.1,2551.1,2080.8,4543.4,2453.2,1818.1,4426.4,1953.3,1584.9,3709.5,2648.2,2256.0,4931.5,2930.7,2454.7,5673.6,3142.9,2321.3,5998.3,2177.9,1966.2,4401.2,2269.7,2112.7,4580.8,1972.4,1611.7,4061.5,2468.485185185185,1667.7481481481477,3760.344444444444,2474.044444444444,1577.8592592592593,3792.681481481482,3062.2185185185185,2088.4814814814818,4665.074074074075,2585.9888888888895,1818.7259259259258,4106.655555555555,3081.3333333333326,2144.5703703703707,4822.0148148148155,3138.9888888888895,1862.9555555555562,5014.3370370370385,2710.6000000000004,2088.4814814814818,4434.829629629629,2654.703703703703,2117.0185185185182,4665.074074074075,3121.359259259259,2183.3333333333335,4698.874074074075
NP_000959.2,20531.1,9454.5,23342.9,18146.8,8979.7,22683.4,10187.2,5952.8,14387.2,19720.6,9159.8,22854.4,15685.3,8457.6,21648.0,17347.3,7928.0,19648.5,14238.3,7408.5,18908.8,14178.3,7052.8,17457.5,9124.9,5839.5,14950.1,21760.211111111115,7197.34074074074,18619.977777777778,20581.51111111112,7197.34074074074,18128.937037037034,17435.325925925925,8078.585185185188,18807.570370370373,20873.614814814813,7083.511111111113,18390.22222222222,18619.977777777778,7390.218518518517,18807.570370370373,18390.22222222222,6193.662962962962,15671.040740740744,18619.977777777778,7749.448148148147,18390.22222222222,18390.22222222222,7011.596296296297,17048.41111111111,15323.433333333329,7996.2444444444445,17604.44814814815
NP_004332.2,3313.5,3514.4,2395.5,3396.6,3594.9,2581.7,3166.2,2939.0,2013.1,3787.7,3974.7,2589.9,5157.9,4983.2,3153.5,5078.6,5395.3,3250.7,3564.2,3353.7,2154.2,3896.1,3912.9,2302.6,3088.7,2726.7,1827.7,3204.5666666666657,2773.4888888888895,2056.537037037037,3445.177777777778,2960.0777777777785,2233.588888888889,5578.403703703704,4014.633333333334,2553.5,3719.125925925926,3138.9888888888895,2212.151851851852,5798.007407407406,4410.085185185185,2693.5000000000005,5308.396296296297,4136.055555555557,2765.7185185185176,4597.337037037036,3542.822222222222,2164.4444444444443,4877.8592592592595,3982.825925925926,2346.037037037037,5254.337037037038,3792.681481481482,2105.7074074074076
XP_005261752.1,1275.5,2040.7,4738.6,1199.3,1977.3,4660.0,964.7,1599.5,3627.4,1257.6,2067.0,4593.8,1304.7,2054.4,5061.6,1427.9,2711.0,5874.0,1020.9,1617.7,3873.4,1017.6,1522.5,3403.7,855.5,1242.4,3020.6,1197.4703703703703,1638.3444444444442,3892.7074074074076,1183.062962962963,1665.0777777777778,3949.2296296296295,1449.062962962963,2109.196296296296,4546.270370370372,1176.088888888889,1679.7888888888886,3860.4777777777786,1304.037037037037,1833.9333333333334,4282.285185185186,1399.588888888889,2178.948148148148,4877.8592592592595,1217.4555555555557,1748.0370370370367,3760.344444444444,1173.5333333333333,1532.0259259259258,3428.974074074074,1287.385185185185,1679.7888888888886,3557.9851851851854
XP_011511565.1,5952.7,5549.0,5589.8,5756.9,5477.9,5602.6,4271.8,3514.2,4377.6,6200.6,6015.9,5632.0,6803.1,6083.9,7112.9,7262.4,7343.8,7176.6,4371.4,3806.3,4736.0,4568.8,4201.2,4278.2,3435.0,2671.0,3773.0,5980.999999999999,4282.285185185186,4536.059259259259,6090.9111111111115,4434.829629629629,4710.185185185185,7567.207407407408,4867.492592592592,5401.851851851852,6278.437037037037,4634.274074074074,4678.574074074075,7677.655555555555,5292.822222222221,5897.548148148147,7749.448148148147,5726.54074074074,5767.307407407407,6063.992592592592,4115.988888888889,4749.985185185184,5955.04074074074,4250.488888888889,4375.32962962963,5767.307407407407,3733.8148148148152,4375.32962962963
XP_006724878.1,1206.2,1717.0,4371.5,1136.7,1703.2,4199.8,724.9,1124.3,3212.3,1204.8,1745.3,4449.5,1048.0,1676.2,4653.2,1207.1,1966.1,4251.3,769.6,1231.5,3467.0,875.2,1300.9,3335.2,587.5,860.2,2987.8,1118.5148148148148,1434.8037037037036,3648.733333333333,1102.8666666666663,1459.4148148148145,3588.670370370371,1040.9777777777776,1520.751851851852,4014.633333333334,1118.5148148148148,1454.3555555555556,3675.029629629629,998.6111111111112,1514.659259259259,3940.133333333333,1173.5333333333333,1587.5407407407401,3566.025925925926,884.3074074074073,1326.7444444444448,3332.014814814815,1002.8999999999999,1332.262962962963,3387.4999999999995,837.7851851851855,1123.2037037037037,3524.32962962963
NP_001268425.1,5882.8,7200.5,6809.5,5588.5,6906.5,6743.4,3602.7,4214.9,4793.6,5832.7,7474.1,7927.8,5021.2,6353.6,6738.2,5539.6,6599.5,7185.1,4235.4,5446.4,6302.5,4738.0,6124.4,6451.0,3751.6,4334.5,5348.2,5897.548148148147,5518.903703703702,5466.311111111112,5787.074074074074,5578.403703703704,5578.403703703704,6278.437037037037,5706.581481481481,5861.751851851852,5941.9,5798.007407407406,6351.470370370371,5666.688888888888,5686.799999999999,5598.499999999999,5877.881481481483,5128.492592592592,5798.007407407406,5726.54074074074,5767.307407407407,6150.155555555557,6090.9111111111115,6043.092592592592,6351.470370370371,6425.266666666666,5897.548148148147,5877.881481481483
NP_057417.3,4367.0,1832.5,2860.3,4278.2,1752.4,2787.2,2507.6,1120.6,1925.0,4155.5,1904.2,2813.2,3504.0,1614.2,2569.4,3345.3,1921.7,2676.5,2588.5,1395.4,1982.5,2640.5,1534.2,2050.0,2210.9,1209.0,1827.3,4233.61111111111,1497.5962962962965,2434.996296296297,4321.437037037038,1517.5888888888892,2399.0444444444447,4043.244444444444,1514.659259259259,2399.0444444444447,4014.633333333334,1577.8592592592593,2415.644444444444,3760.344444444444,1452.037037037037,2187.3518518518517,3355.82962962963,1558.0370370370367,2300.0074074074078,3269.822222222222,1502.3222222222223,1986.6370370370369,3284.8629629629627,1552.3814814814814,2109.196296296296,3505.4370370370366,1621.3925925925926,2101.592592592592
XP_006711906.1,2982.9,2281.9,2065.5,2696.5,2125.8,1952.5,1840.0,1725.5,1573.8,3025.7,2223.8,2047.4,2657.6,2372.0,2155.0,2825.0,2465.3,2078.8,2107.1,2005.4,1906.3,2276.5,1976.1,1706.2,1701.4,1738.0,1580.4,2892.392592592592,1818.7259259259258,1716.0185185185185,2693.5000000000005,1798.8370370370374,1685.9925925925927,2867.0259259259265,2316.3444444444444,1954.6518518518515,2967.774074074074,1789.7592592592598,1775.2703703703705,2747.514814814815,2067.685185185185,1833.9333333333334,2820.125925925925,2015.9481481481478,1802.6222222222225,2620.144444444444,2140.140740740741,1901.1962962962962,2670.7851851851847,1959.5037037037039,1785.6407407407412,2664.025925925925,2350.4666666666667,1882.3222222222223
NP_001290203.1,3704.7,2876.2,3309.9,3740.6,2721.1,3208.6,2716.5,1916.2,2546.8,4172.0,3089.4,3449.8,4664.3,3393.6,3979.7,4178.3,3130.1,3545.9,3533.9,2395.0,2855.1,4261.9,3341.3,3384.1,2921.3,2089.2,2612.8,3684.4666666666662,2316.3444444444444,2792.418518518519,3801.0370370370365,2319.3888888888882,2765.7185185185176,4434.829629629629,2613.0333333333333,3153.811111111112,4053.159259259259,2504.4777777777776,2960.0777777777785,5292.822222222221,3023.155555555556,3365.8037037037034,4216.38888888889,2501.6962962962966,2981.2814814814824,4546.270370370372,2526.3629629629636,2803.107407407407,5578.403703703704,3348.4444444444443,3414.833333333334,4970.274074074074,2814.3333333333335,3029.259259259259
NP_001347.3,4492.4,6489.2,7273.7,4333.6,6573.0,7048.9,3486.3,5056.5,6393.2,4733.6,6772.3,7204.2,5262.0,7630.5,10156.8,5472.8,8652.3,8799.2,4110.1,5733.9,7371.7,4203.3,6158.9,6912.2,3331.9,4757.3,6624.6,4434.829629629629,4852.237037037036,5686.799999999999,4357.759259259259,5208.829629629629,5737.844444444445,6150.155555555557,6855.0592592592575,7606.033333333334,4634.274074074074,5208.829629629629,5787.074074074074,5980.999999999999,6918.770370370369,8292.674074074072,5817.214814814814,6748.707407407409,7011.596296296297,5559.6814814814825,6113.651851851851,7035.2555555555555,5453.981481481482,6090.9111111111115,6802.7555555555555,5617.122222222223,6399.759259259259,7463.892592592593
NP_066997.3,4339.9,5853.7,3124.5,4258.9,5530.6,3246.0,3137.9,3445.9,2951.7,4472.3,6189.6,3388.9,4718.1,6277.7,4520.1,5330.4,6368.5,3399.4,3457.9,4331.3,3515.1,4083.6,5046.3,3519.7,3094.4,3495.9,3497.2,4223.948148148148,4480.951851851852,2670.7851851851847,4282.285185185186,4458.059259259259,2803.107407407407,5518.903703703702,4780.670370370371,3625.2407407407395,4448.9740740740735,4710.185185185185,2904.496296296296,5381.444444444444,5578.403703703704,3826.792592592592,5686.799999999999,4899.062962962963,2861.374074074074,4458.059259259259,4688.562962962962,3414.833333333334,5241.462962962962,5014.3370370370385,3557.9851851851854,5267.370370370369,4808.525925925926,4097.481481481481
NP_002130.2,36845.9,38498.9,22643.0,33993.5,38330.0,23209.8,13949.1,17474.3,11978.4,33938.4,37796.0,21543.7,21863.3,26002.5,17061.1,26028.2,32482.2,19356.3,18257.7,21497.9,13948.9,18386.8,22657.7,13609.9,11480.7,15299.3,11024.3,34595.76666666667,30650.218518518515,17909.33703703704,37607.014814814815,33355.5,18807.570370370373,27558.16666666667,24771.4074074074,14999.225925925924,33355.5,30650.218518518515,17241.533333333333,28113.70740740741,23214.166666666668,14493.781481481481,28113.70740740741,24771.4074074074,15446.392592592589,25280.94444444444,22736.351851851847,13698.807407407407,23792.018518518522,21760.211111111115,13826.644444444442,18993.759259259255,19977.507407407407,12876.21111111111
NP_002794.1,1809.4,4960.9,4204.8,1752.5,5380.2,4347.6,1419.8,3317.4,3306.9,1985.9,5453.7,4461.7,1937.4,5422.5,5059.7,2324.3,6263.0,5044.7,1730.4,4132.7,4113.0,1787.6,5199.3,4154.6,1391.7,3366.0,3606.4,1689.144444444445,3801.0370370370365,3515.788888888889,1722.1296296296296,4375.32962962963,3719.125925925926,2164.4444444444443,4585.566666666668,4115.988888888889,1897.962962962963,4272.177777777778,3684.4666666666662,2010.3444444444447,4780.670370370371,4272.177777777778,2291.4592592592594,4808.525925925926,4199.274074074075,2144.5703703703707,4434.829629629629,4033.140740740741,2109.196296296296,5241.462962962962,4166.862962962962,2121.4111111111106,4624.570370370372,4223.948148148148
NP_006383.2,2805.8,3259.4,3010.7,3400.1,3089.7,2933.3,1937.4,2234.7,2304.2,3513.5,3154.8,2909.9,3273.4,3701.6,3068.5,2375.2,3124.6,2576.4,3146.5,2437.6,2585.9,2811.5,2434.3,2276.6,1967.6,2095.7,2378.6,2705.1296296296296,2607.9703703703703,2559.3259259259253,3464.640740740741,2571.896296296297,2530.4740740740735,3056.7925925925924,3001.3555555555563,2845.6333333333337,3436.7296296296295,2544.996296296296,2520.774074074074,3471.4407407407407,3262.818518518519,2630.066666666666,2357.6000000000004,2488.1777777777775,2199.307407407407,3974.518518518518,2585.9888888888895,2567.681481481481,3557.9851851851854,2440.814814814815,2312.062962962963,3101.403703703704,2820.125925925925,2798.8111111111116
NP_004506.2,195.0,1008.6,6954.1,166.3,943.3,6519.5,122.8,810.1,5202.4,158.4,929.9,5652.4,161.4,1108.5,8232.3,171.5,1138.1,7361.8,129.8,827.7,5807.6,148.0,692.0,5987.0,105.7,732.1,4931.9,178.0407407407407,820.7370370370372,5539.4,167.61851851851847,799.0703703703701,5438.581481481481,165.4925925925926,1069.4925925925927,6329.955555555554,149.49629629629626,758.5037037037038,4698.874074074075,154.24814814814815,990.2518518518516,6727.840740740741,161.6814814814815,921.6,5955.04074074074,150.92962962962966,872.1814814814815,5653.874074074074,164.55925925925928,680.1888888888889,5861.751851851852,153.02222222222224,984.2666666666667,5617.122222222223
