Accession,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL
NP_001356412.1,850.4,0.0,166.2,1266.6,0.0,273.4,1259.9,0.0,294.9,1295.0,308.9,0.0,1309.6166666666668,0.0,182.20000000000002,1275.2583333333332,0.0,206.66666666666666,1223.4416666666666,0.0,217.20833333333334,1256.7333333333333,226.55000000000004,0.0,1177.5,257.0,,1253.2,293.0,,1020.0,190.0,,1008.7,214.5,,811.4,127.8,,bla1682
NP_001341141.1,153.3,0.0,311.5,250.9,0.0,422.5,274.9,0.0,461.9,266.2,446.5,0.0,233.22500000000002,0.0,385.7083333333333,256.65,0.0,347.19166666666666,271.575,0.0,357.99166666666673,263.825,347.9583333333333,0.0,259.4,455.2,,352.7,515.3,,173.9,339.4,,263.3,400.2,,167.9,347.8,,bla1684
XP_016856545.1,91.3,234.9,156.0,96.5,287.0,160.6,105.7,305.2,202.4,99.2,208.7,313.0,133.58333333333334,329.925,170.50000000000003,107.55833333333332,299.175,115.43333333333334,112.45,317.6666666666667,138.1333333333333,102.70833333333333,144.41666666666669,314.71666666666664,106.1,219.2,294.2,93.9,222.2,396.3,103.9,194.1,229.0,78.0,181.1,221.9,71.0,140.1,171.2,bla1685
NP_001120793.1,93.2,614.4,1899.9,143.9,906.0,4298.5,167.4,928.2,4456.2,170.9,4977.1,928.1,134.85,811.875,2687.6250000000005,152.9416666666667,861.2750000000001,3629.0166666666664,175.2916666666667,879.2166666666668,3621.6083333333336,170.50000000000003,4054.966666666667,856.5166666666668,173.7,2841.0,858.6,168.1,3521.7,908.3,112.4,2315.1,699.6,108.8,2202.6,682.0,63.5,1408.4,602.2,bla1686
XP_005272372.1,0.0,64.1,343.5,0.0,86.5,484.0,0.0,74.4,486.5,0.0,513.5,94.2,0.0,101.57499999999999,431.87499999999994,0.0,105.01666666666665,398.9666666666667,0.0,97.08333333333333,380.5250000000001,0.0,406.8916666666667,106.25833333333334,,432.3,81.5,,476.0,60.8,,357.4,71.9,,427.3,64.6,,341.4,58.8,bla1687
NP_001340295.1,15.9,0.0,244.0,22.0,0.0,366.6,26.3,0.0,350.8,18.8,358.6,0.0,31.966666666666665,0.0,285.69166666666666,35.074999999999996,0.0,302.175,38.375,0.0,266.59166666666664,29.558333333333337,271.575,0.0,26.3,407.1,,30.9,479.5,,13.8,213.7,,19.4,242.0,,11.8,149.2,,bla1688
XP_016882419.1,125.4,127.5,0.0,126.2,185.5,0.0,138.7,180.9,0.0,118.4,0.0,183.5,190.30000000000004,189.59166666666667,0.0,136.43333333333334,205.29166666666666,0.0,146.6916666666667,203.88333333333335,0.0,123.67500000000001,0.0,198.14166666666668,169.4,,190.9,85.1,,177.1,149.2,,147.1,143.8,,150.1,116.7,,119.4,bla1689
NP_005893.1,0.0,213.6,278.3,0.0,319.2,451.6,0.0,319.0,490.9,0.0,489.5,327.3,0.0,294.21666666666664,336.78333333333336,0.0,335.225,365.75,0.0,333.225,385.7083333333333,0.0,380.5250000000001,329.52500000000003,,435.2,331.6,,700.8,499.5,,510.6,409.8,,630.7,481.2,,499.5,433.4,bla1691
NP_001123356.1,71.6,596.6,0.0,92.4,801.9,0.0,103.8,774.4,0.0,90.6,0.0,807.0,110.0,794.6666666666666,0.0,103.10833333333333,772.8666666666667,0.0,110.0,747.9333333333333,0.0,94.92500000000001,0.0,758.35,88.6,,886.5,90.5,,786.5,93.6,,854.7,77.9,,844.9,68.6,,720.2,bla1692
NP_001129204.1,47.1,0.0,151.1,75.1,0.0,271.3,78.7,0.0,284.8,86.8,278.0,0.0,76.51666666666667,0.0,159.475,84.39166666666668,0.0,203.88333333333335,86.125,0.0,212.8333333333333,90.98333333333333,199.29999999999998,0.0,72.2,210.3,,71.7,243.0,,64.1,182.5,,53.6,250.3,,64.4,151.7,,bla1694
NP_055946.1,1697.3,219.4,226.1,2417.4,486.2,298.1,2563.0,588.1,333.1,2647.6,326.1,622.6,2723.266666666667,303.9916666666666,260.84166666666664,2516.791666666667,486.4250000000001,233.22500000000002,2558.5416666666665,579.1583333333334,248.10000000000002,2667.6583333333338,239.90833333333333,594.0083333333334,2577.6,324.8,418.1,2853.8,436.0,468.5,1852.2,235.7,291.9,1856.5,292.9,316.2,1578.8,173.2,184.0,bla1695
NP_001252.1,0.0,70.1,227.1,0.0,111.8,352.7,0.0,125.6,430.3,0.0,417.5,138.1,0.0,112.125,263.2,0.0,133.1,291.7250000000001,0.0,150.59166666666667,332.73333333333335,0.0,323.725,157.26666666666668,,319.7,112.8,,344.5,117.2,,246.2,76.7,,294.7,92.1,,165.9,56.5,bla1697
NP_054861.2,1421.5,2244.9,0.0,2413.1,3029.1,0.0,2407.1,3070.8,0.0,2471.0,0.0,3027.6,2260.266666666667,2876.4250000000006,0.0,2510.0333333333333,2718.2083333333335,0.0,2397.8083333333334,2727.566666666666,0.0,2454.8333333333335,0.0,2643.133333333333,2083.8,,3197.5,2463.7,,3257.7,1734.2,,2779.4,1893.4,,2811.8,1620.4,,3024.4,bla1698
NP_003135.2,10.7,0.0,54.8,13.8,0.0,76.7,13.4,0.0,78.1,15.6,100.2,0.0,22.150000000000002,0.0,35.074999999999996,23.616666666666664,0.0,40.449999999999996,23.616666666666664,0.0,39.974999999999994,24.066666666666663,53.69166666666667,0.0,13.3,78.8,,12.6,61.2,,14.3,78.0,,10.3,62.1,,10.0,60.7,,bla1699
NP_060082.2,421.9,293.0,129.3,638.7,424.4,157.9,636.9,365.3,159.4,644.1,171.3,439.8,609.1583333333332,411.00833333333344,128.11666666666665,630.0916666666667,434.2250000000001,112.45,607.8166666666667,375.8416666666667,111.625,606.9833333333335,114.28333333333332,429.3666666666666,585.9,143.2,416.6,627.5,135.6,371.5,474.5,137.3,295.4,483.6,116.1,270.4,345.9,103.5,240.1,bla1700
NP_004335.1,667.5,1375.2,607.7,1063.1,2132.9,924.6,1074.5,2045.1,897.5,1047.1,917.2,2145.4,985.7166666666666,1779.158333333333,801.4416666666666,1062.0416666666667,1887.6166666666666,797.025,1031.4166666666667,1829.0666666666668,747.9333333333333,1005.8000000000001,759.0416666666666,1869.8083333333336,921.9,798.2,1885.8,852.7,617.3,2027.2,852.1,700.4,1677.0,861.7,751.2,1520.1,709.1,695.6,1413.3,bla1703
NP_057688.3,791.2,783.3,88.8,907.6,843.4,149.0,1033.1,957.6,176.2,861.1,186.0,788.4,1213.6416666666667,1007.0583333333334,74.95833333333334,914.0,808.8416666666666,105.01666666666665,991.9583333333331,892.475,122.23333333333335,830.6083333333332,126.48333333333335,746.5583333333334,1124.7,159.2,1254.7,1186.1,183.0,1241.2,885.9,111.1,836.9,870.8,115.8,910.0,746.3,70.8,767.5,bla1704
NP_002789.1,1086.8,1146.8,1219.7,1741.7,1476.2,1437.7,1833.9,1440.7,1441.7,1836.7,1498.1,1480.4,1767.6000000000004,1470.7749999999999,1733.6666666666667,1770.8666666666666,1325.3500000000001,1301.3,1804.4750000000001,1280.8666666666668,1243.7083333333335,1798.1083333333333,1280.8666666666668,1301.3,1628.6,1670.0,1606.0,1830.6,1663.1,1731.5,1362.4,1346.4,1386.1,1455.9,1382.6,1361.4,1078.4,1398.4,1299.2,bla1705
NP_001350617.1,230.6,536.5,816.4,365.4,1048.0,1536.5,358.1,976.8,1462.0,338.2,1611.5,1161.2,337.7,730.9666666666667,1129.8916666666667,374.84999999999997,997.5666666666666,1387.3833333333332,339.925,914.0,1275.2583333333332,326.48333333333335,1422.425,1063.25,284.4,1205.2,838.4,405.9,1724.5,1058.7,350.7,1537.7,1062.8,401.5,1691.3,1100.3,202.7,922.8,576.2,bla1706
NP_002523.2,25.5,256.6,727.6,21.4,311.0,1096.4,22.1,332.9,1085.9,27.1,1080.7,334.0,44.35,360.48333333333335,998.9416666666666,34.10833333333333,324.43333333333334,960.5666666666666,32.87499999999999,346.65000000000003,904.1416666666668,37.59166666666666,918.5916666666668,335.225,46.0,1149.2,390.6,31.4,1208.6,401.2,31.4,807.8,297.2,29.8,985.8,327.5,22.3,678.8,287.1,bla1707
NP_060552.4,896.7,68.2,0.0,1027.7,70.1,0.0,1076.1,60.4,0.0,1018.2,0.0,81.1,1379.7333333333336,108.1416666666667,0.0,1023.35,92.55000000000001,0.0,1032.8999999999999,81.08333333333333,0.0,980.2916666666666,0.0,96.14999999999998,1476.4,,113.3,1400.0,,83.8,1013.9,,71.1,1035.5,,77.0,893.9,,86.8,bla1708
NP_004721.1,328.2,2027.1,455.7,486.5,3084.1,573.0,439.9,2841.0,625.9,529.4,624.8,3012.9,482.2416666666666,2643.133333333333,595.8583333333333,478.3833333333334,2764.5416666666674,483.9583333333333,419.2916666666667,2512.8749999999995,517.4416666666665,493.5333333333333,508.09999999999997,2630.3416666666667,468.7,575.2,3109.8,359.7,617.6,2134.5,395.5,496.2,2948.9,342.6,481.1,2424.2,297.8,405.1,2295.7,bla1710
XP_024309015.1,173.9,324.2,0.0,244.5,383.3,0.0,231.8,369.3,0.0,241.2,0.0,425.0,263.825,444.28333333333336,0.0,250.4333333333333,393.6833333333334,0.0,231.60833333333335,380.5250000000001,0.0,236.51666666666668,0.0,415.0333333333333,242.7,,502.7,235.9,,343.4,195.1,,366.4,192.8,,309.4,166.6,,369.4,bla1711
NP_004682.2,854.4,618.2,613.8,1164.8,582.7,870.4,1149.9,519.6,871.6,1111.7,878.3,652.6,1313.841666666667,818.5333333333334,809.7583333333336,1174.8083333333334,583.0083333333333,742.9583333333334,1100.45,510.83333333333326,730.9666666666667,1065.3500000000001,723.4083333333334,621.475,1171.9,926.8,775.4,1274.9,1293.2,612.1,961.5,747.4,722.3,1075.4,912.3,542.5,854.1,615.5,697.6,bla1713
XP_016880028.1,58.3,433.5,0.0,78.3,617.4,0.0,70.8,612.0,0.0,80.4,0.0,600.7,88.04166666666667,591.15,0.0,87.69999999999999,610.8416666666667,0.0,79.99999999999999,602.775,0.0,83.64999999999999,0.0,576.0083333333333,70.7,,730.5,75.2,,589.0,64.3,,702.2,57.3,,641.9,59.2,,551.6,bla1714
NP_002259.1,386.5,38.8,676.2,610.1,44.2,1062.9,634.2,47.5,1122.2,612.4,1037.2,42.3,563.075,70.58333333333333,905.6916666666667,603.8749999999999,65.26666666666667,927.3499999999999,605.1833333333333,66.28333333333333,937.9666666666667,577.225,879.2166666666668,59.34166666666667,609.1,1141.3,51.7,1022.3,1728.4,43.5,501.1,842.4,44.4,563.2,965.5,35.5,372.6,625.2,31.2,bla1716
NP_001335456.1,409.3,159.0,0.0,518.5,252.8,0.0,513.5,245.2,0.0,554.5,0.0,235.2,590.2166666666666,227.8083333333333,0.0,506.9166666666667,271.575,0.0,490.6666666666667,266.59166666666664,0.0,518.0833333333334,0.0,243.03333333333333,498.9,,210.0,423.3,,238.7,419.1,,166.0,382.2,,178.2,354.5,,154.7,bla1717
NP_079100.2,457.1,213.2,288.2,751.7,376.1,583.0,729.8,375.8,676.7,738.0,645.9,379.2,668.9,293.46666666666664,354.9083333333333,745.9166666666666,387.4166666666667,498.45833333333326,687.3250000000002,387.4166666666667,550.8250000000002,691.8583333333332,529.0416666666666,375.8416666666667,691.4,577.8,326.1,752.3,630.9,366.2,494.1,380.9,252.9,560.4,394.7,242.8,446.3,213.0,164.0,bla1718
NP_006058.1,805.8,826.6,246.6,1190.0,1283.8,335.5,1251.7,1310.7,394.2,1210.1,382.8,1240.4,1235.325,1066.2916666666667,291.7250000000001,1207.6666666666667,1179.1666666666667,268.01666666666665,1212.2916666666665,1177.5416666666667,303.9916666666666,1168.4166666666667,299.175,1118.9083333333335,1194.1,360.8,1314.2,1707.7,404.3,1535.2,1082.9,265.7,882.4,1206.6,302.1,1108.6,954.8,234.7,891.3,bla1720
NP_068579.3,135.9,624.0,396.1,142.3,756.0,588.6,175.8,830.3,653.7,180.8,668.5,766.9,205.29166666666666,822.1999999999999,512.4083333333332,152.40833333333333,728.8499999999999,508.09999999999997,182.20000000000002,803.125,532.2083333333334,179.35833333333332,545.525,727.7666666666668,179.6,620.8,883.4,137.2,667.5,764.6,176.6,553.9,798.0,165.2,625.4,753.8,133.2,470.1,646.7,bla1721
NP_061329.3,0.0,1585.7,1687.6,0.0,2527.0,2547.2,0.0,2491.6,2419.5,0.0,2474.0,2494.2,0.0,2036.4499999999998,2373.3833333333337,0.0,2254.0083333333328,2227.0916666666667,0.0,2204.733333333333,2016.633333333333,0.0,2090.8083333333334,2183.666666666667,,2508.5,2464.0,,3589.8,3195.8,,2209.0,2205.0,,2945.2,2745.0,,2213.6,2037.0,bla1723
NP_059122.2,62.5,254.4,277.1,66.4,324.6,547.1,53.9,397.2,637.6,72.2,607.2,367.1,97.55833333333334,356.4833333333333,335.225,74.95833333333334,342.575,462.8500000000001,66.28333333333333,406.8916666666667,525.5666666666666,78.80833333333334,493.5333333333333,363.39166666666665,68.1,439.5,342.7,49.1,463.1,324.4,55.4,381.7,323.0,43.9,407.1,322.8,46.2,242.2,237.4,bla1725
NP_002112.3,393.7,1251.7,779.1,455.9,2151.3,1194.2,507.7,2073.6,1194.2,520.1,1273.8,2347.1,571.4416666666667,1587.2750000000003,1074.2166666666667,452.35833333333335,1904.1750000000002,1042.5916666666667,484.7916666666667,1856.5083333333332,1012.3499999999999,484.7916666666667,1065.3500000000001,2051.5916666666667,489.8,1039.7,1751.3,626.1,1042.5,1878.6,413.4,836.0,1284.6,475.1,757.1,1117.4,410.5,531.2,817.7,bla1726
XP_006713111.1,485.7,22.9,240.6,646.8,25.9,268.5,716.4,31.4,259.0,643.9,283.2,30.4,720.9250000000001,48.58333333333334,279.3583333333333,643.3249999999999,48.58333333333334,202.25833333333333,674.0166666666665,52.10833333333333,183.75,605.1833333333333,204.56666666666663,48.074999999999996,733.0,294.4,29.4,826.9,269.7,37.6,504.3,232.7,22.1,581.1,218.6,25.1,471.5,198.8,19.5,bla1727
NP_001026897.1,2325.1,687.3,933.2,3686.3,860.8,1242.5,4213.3,906.0,1281.2,4237.9,1250.4,925.5,3913.975,904.1416666666668,1311.7416666666668,3930.9166666666665,829.8416666666667,1090.2833333333335,4296.991666666666,862.7833333333333,1088.2416666666666,4322.608333333333,1035.7,853.6250000000001,3678.5,1350.8,957.9,4574.7,1643.0,1137.4,2862.0,981.5,679.1,3261.0,1077.0,761.9,1921.8,776.8,572.3,bla1728
NP_001355795.1,140.2,172.6,0.0,211.6,193.8,0.0,225.2,198.1,0.0,215.3,0.0,203.5,212.28333333333333,241.24166666666665,0.0,221.07499999999996,215.95833333333334,0.0,224.35,217.79999999999998,0.0,210.73333333333335,0.0,215.95833333333334,198.5,,263.7,221.2,,192.0,189.5,,210.3,212.3,,197.8,169.6,,170.0,bla1729
NP_002194.2,170.3,312.0,123.2,260.0,454.9,181.6,235.9,409.7,197.5,250.4,185.4,481.0,255.94166666666663,428.55833333333334,120.95833333333333,269.69166666666666,460.3833333333334,128.73333333333332,237.54166666666666,415.59166666666664,135.88333333333333,248.83333333333337,124.76666666666667,465.825,216.0,161.8,449.6,209.1,215.1,335.7,205.9,131.8,379.8,211.1,171.5,292.4,181.7,122.1,272.7,bla1730
NP_003125.3,1635.2,1543.3,0.0,2671.5,2502.5,0.0,2773.9,2592.6,0.0,3128.3,0.0,2539.5,2610.258333333333,2005.75,0.0,2779.2333333333336,2217.2333333333336,0.0,2816.0333333333333,2288.4916666666663,0.0,3176.183333333333,0.0,2227.0916666666667,2452.1,,2233.2,2642.1,,2868.9,1939.6,,1918.2,2031.8,,2102.2,1418.1,,1653.0,bla1731
NP_001278907.1,106.6,913.0,692.4,241.2,1136.5,1354.8,280.7,1235.9,1491.8,305.9,1677.9,1231.1,155.29166666666666,1182.6333333333334,939.4916666666667,248.10000000000002,1072.65,1212.2916666666665,275.09999999999997,1129.8916666666667,1303.325,295.53333333333336,1480.7250000000001,1112.7,218.9,1183.5,1324.6,209.2,1158.8,1449.5,146.5,826.0,983.4,155.6,747.7,1001.1,69.8,432.7,898.4,bla1732
NP_060481.3,808.1,704.7,3215.5,1569.8,1112.9,6627.6,1594.3,1120.8,6744.2,1672.7,6667.7,1155.9,1237.3916666666667,915.1750000000002,4677.858333333333,1592.6833333333334,1049.3833333333334,5577.924999999999,1558.0,1056.6166666666666,5443.616666666666,1613.9000000000003,5232.466666666666,1060.3083333333332,1100.6,4857.3,1047.1,1226.3,5460.6,1210.1,900.9,4193.9,850.3,891.5,4199.6,927.8,623.8,2991.0,714.0,bla1733
NP_001278233.1,324.4,68.9,0.0,481.9,87.1,0.0,492.8,70.1,0.0,482.7,0.0,82.4,474.1666666666667,111.0666666666667,0.0,472.9333333333334,105.33333333333333,0.0,472.9333333333334,90.98333333333333,0.0,449.02500000000003,0.0,97.99166666666667,437.2,,89.7,434.7,,40.1,340.1,,67.2,307.0,,46.8,269.7,,50.2,bla1734
NP_001243546.1,208.3,67.6,318.1,293.2,71.6,329.9,339.3,73.8,379.8,280.7,398.3,83.1,307.025,105.83333333333336,393.6833333333334,303.3666666666666,93.01666666666665,261.425,321.175,95.66666666666667,287.71666666666664,275.75,312.1666666666667,98.48333333333333,280.8,414.9,90.9,368.3,403.0,68.9,229.3,352.9,67.9,284.0,323.4,58.5,222.6,311.1,67.4,bla1735
NP_003579.3,1067.1,88.4,416.1,1708.6,114.9,936.6,1648.9,107.1,1150.0,1636.2,1083.3,123.5,1710.5583333333334,135.88333333333333,540.8833333333333,1744.333333333333,136.85833333333332,811.875,1608.9499999999998,129.275,959.1916666666666,1569.1166666666668,921.8666666666664,139.69166666666666,1595.3,923.2,105.6,2278.8,935.2,87.6,1680.3,826.3,119.8,2059.2,851.1,106.2,1603.8,485.2,92.3,bla1736
NP_001305131.1,19.6,455.5,0.0,25.5,539.6,0.0,20.0,605.6,0.0,25.0,0.0,524.1,35.725,615.8333333333334,0.0,37.59166666666666,531.0583333333333,0.0,30.433333333333326,595.0833333333334,0.0,34.44166666666666,0.0,508.96666666666675,29.8,,669.5,26.1,,745.7,27.8,,511.8,30.8,,669.0,29.7,,575.4,bla1737
NP_004228.1,1521.0,0.0,679.1,1618.3,0.0,893.4,2221.4,0.0,938.1,1773.2,901.9,0.0,2442.9416666666666,0.0,911.4083333333333,1629.325,0.0,765.5666666666667,2195.9583333333335,0.0,778.6250000000001,1716.2916666666667,742.9583333333334,0.0,1976.1,903.9,,2618.4,1320.6,,1840.2,755.9,,1628.6,684.4,,1182.0,453.1,,bla1738
NP_001528.1,0.0,150.3,1504.5,0.0,214.3,3160.3,0.0,184.1,3181.8,0.0,3030.6,263.4,0.0,215.18333333333337,2096.9249999999997,0.0,238.63333333333335,2737.966666666667,0.0,207.42499999999998,2647.575,0.0,2512.8749999999995,265.1333333333333,,2233.5,208.7,,3030.0,124.3,,2024.2,199.6,,2320.7,133.3,,1624.4,160.6,bla1739
NP_002097.1,0.0,1025.8,167.7,0.0,1751.3,290.5,0.0,1807.1,272.4,0.0,315.1,2015.7,0.0,1303.325,186.2833333333333,0.0,1537.05,224.35,0.0,1569.1166666666668,199.29999999999998,0.0,231.01666666666665,1754.4083333333338,,235.1,1430.4,,219.3,1148.2,,199.1,1357.8,,202.6,1163.1,,163.4,909.6,bla1740
NP_065101.1,904.5,0.0,81.6,1308.5,0.0,132.8,1345.5,0.0,143.0,1380.6,153.1,0.0,1405.25,0.0,66.575,1313.841666666667,0.0,90.98333333333333,1301.3,0.0,94.26666666666667,1340.6416666666667,101.57499999999999,0.0,1284.0,124.7,,1287.2,135.1,,1069.9,106.8,,1056.9,100.1,,805.3,71.7,,bla1742
NP_004136.2,439.8,18.0,182.5,618.3,16.7,332.9,690.5,21.8,449.2,684.5,367.3,19.2,639.7499999999999,43.40833333333333,206.0583333333333,612.9,36.96666666666666,265.1333333333333,650.3416666666667,44.10833333333333,346.65000000000003,644.1666666666667,282.09999999999997,37.59166666666666,790.4,373.7,22.1,838.4,378.8,18.5,582.0,299.6,16.5,736.6,360.1,19.3,467.4,197.3,14.8,bla1743
NP_006734.1,889.3,570.2,451.6,1723.0,1247.4,972.5,1588.1,1206.0,869.5,1750.0,858.1,1259.0,1372.3083333333334,756.225,592.0583333333335,1760.8500000000001,1151.075,851.1750000000001,1551.3666666666668,1110.825,727.7666666666668,1687.7166666666665,702.8333333333334,1134.1916666666666,1275.5,574.2,865.6,1255.8,912.6,947.5,1014.0,510.8,735.0,945.4,434.2,686.6,628.4,211.5,344.5,bla1744
NP_000792.1,427.1,1596.2,416.2,506.7,2092.5,766.7,512.6,1639.0,756.2,543.1,703.4,1759.1,618.0083333333333,2054.2833333333333,541.7583333333333,496.45,1849.8249999999998,655.7333333333332,488.0666666666666,1434.8333333333333,618.0083333333333,508.09999999999997,574.5083333333333,1507.4916666666666,539.7,592.8,2247.3,612.7,750.1,3513.2,455.0,588.5,1744.6,492.4,766.1,2458.2,467.1,674.0,2916.3,bla1745
NP_001263990.1,35.7,0.0,15.1,42.9,0.0,15.9,52.2,0.0,22.0,49.8,25.1,0.0,58.94166666666667,0.0,6.308333333333334,57.025,0.0,5.308333333333333,63.82500000000001,0.0,7.275000000000001,60.51666666666666,7.216666666666666,0.0,46.2,24.1,,38.9,36.1,,36.6,17.1,,31.9,21.1,,27.6,13.1,,bla1746
NP_006699.2,2173.1,3003.6,1670.9,3406.0,3928.4,2370.8,3197.0,3626.0,2274.4,3415.9,2431.1,4049.3,3647.9500000000003,3920.891666666667,2338.391666666667,3647.9500000000003,3487.0833333333335,2081.0833333333335,3265.5083333333337,3205.9166666666665,1915.3833333333332,3495.608333333334,2056.7999999999997,3544.6083333333336,3007.4,2115.6,4007.2,2696.1,2032.0,3058.3,2604.4,1916.8,3679.4,2385.9,1784.5,2607.7,1994.1,1692.7,3578.8,bla1747
NP_004115.1,922.8,582.5,462.1,1446.4,735.2,616.5,1476.3,766.9,624.0,1412.7,618.6,760.6,1440.7416666666668,771.8166666666667,602.775,1464.25,716.5833333333334,530.25,1439.0583333333334,743.4916666666667,516.1083333333333,1369.6666666666667,502.6833333333334,713.6750000000001,1368.6,602.6,751.2,1604.1,628.8,791.0,1117.0,522.0,685.9,1248.4,591.0,779.4,995.8,456.0,630.8,bla1748
NP_001275727.1,783.8,596.5,1132.6,1862.6,761.7,2623.4,1818.8,684.9,2508.7,1958.6,2516.5,790.4,1194.8,794.0666666666667,1629.325,1920.8916666666664,731.9583333333334,2299.608333333333,1783.5666666666666,673.2083333333334,2096.9249999999997,1937.1166666666668,2125.358333333333,751.4499999999999,1274.1,1710.4,737.8,1696.8,2423.5,581.0,1097.8,1534.6,666.9,1101.4,1545.3,450.6,613.7,915.5,576.0,bla1749
NP_037518.3,1047.3,533.0,332.9,1928.4,961.9,847.3,1955.7,1036.2,970.7,1912.0,935.7,966.3,1676.658333333333,727.7666666666668,417.63333333333327,1998.4083333333338,918.5916666666668,721.8000000000001,1937.1166666666668,976.6666666666666,810.8916666666668,1891.9666666666665,772.8666666666667,885.7666666666665,1539.1,658.9,813.1,1780.7,802.4,1089.6,1450.3,597.1,769.5,1718.9,644.4,861.4,1307.7,300.7,668.2,bla1750
NP_054722.2,939.8,0.0,120.4,1326.8,0.0,149.0,1424.6,0.0,156.2,1341.7,166.4,0.0,1478.8249999999996,0.0,118.68333333333334,1335.9083333333335,0.0,105.01666666666665,1387.3833333333332,0.0,107.55833333333332,1298.5166666666667,110.60833333333333,0.0,1472.3,175.7,,1837.7,228.5,,986.1,108.3,,1101.0,124.6,,789.5,88.9,,bla1751
NP_036336.2,1011.9,460.6,0.0,1288.0,574.2,0.0,1399.8,587.2,0.0,1241.2,0.0,517.7,1620.4083333333335,620.6666666666666,0.0,1288.7333333333333,568.35,0.0,1369.6666666666667,577.225,0.0,1217.9333333333334,0.0,503.3666666666666,1467.6,,598.0,1624.6,,596.2,990.1,,490.6,1150.8,,480.9,844.2,,442.7,bla1752
NP_996790.3,211.3,305.9,205.0,374.9,395.8,281.5,498.6,430.5,316.8,495.6,291.1,373.3,313.52500000000003,423.6499999999999,234.24166666666667,382.625,407.65833333333336,214.09166666666667,479.45,436.73333333333335,234.24166666666667,457.3333333333333,211.39166666666668,369.1166666666666,349.7,335.6,382.4,414.8,377.9,474.1,280.9,285.0,342.7,343.7,326.6,341.1,177.0,220.3,305.4,bla1753
NP_000602.1,501.6,2756.6,834.2,641.9,5291.0,1128.5,608.8,4955.3,1195.6,652.1,1272.4,6099.0,751.4499999999999,3580.083333333334,1159.8000000000002,636.8166666666667,4630.25,980.2916666666666,579.9666666666666,4322.608333333333,1015.3000000000001,615.8333333333334,1062.0416666666667,5232.466666666666,662.9,1099.4,4394.8,610.4,1083.2,4615.0,645.1,1132.2,4722.7,652.1,1106.4,4937.6,651.8,1061.0,4063.4,bla1754
NP_002786.2,0.0,1064.5,97.7,0.0,1362.2,124.8,0.0,1414.3,113.7,0.0,141.9,1544.4,0.0,1350.3999999999999,88.84999999999998,0.0,1237.3916666666667,83.35000000000001,0.0,1245.1416666666664,69.625,0.0,90.98333333333333,1337.3916666666667,,132.0,1517.0,,130.1,1435.3,,122.1,1396.0,,111.0,1219.8,,93.6,996.6,bla1755
NP_001306000.1,629.9,405.5,300.9,953.0,541.2,457.7,978.7,576.7,498.0,999.0,506.8,555.4,927.3499999999999,557.3583333333335,373.11666666666673,949.9166666666669,532.2083333333334,369.69166666666666,946.5499999999998,564.7583333333333,392.7833333333333,952.125,397.23333333333335,538.225,994.5,481.6,618.6,1119.6,461.6,664.0,786.5,356.9,506.4,859.0,435.4,584.7,739.0,288.7,499.8,bla1757
NP_115587.6,1080.8,116.1,237.7,1223.2,114.1,305.4,1350.2,114.9,393.1,1229.5,300.3,123.2,1744.333333333333,173.61666666666667,276.20833333333337,1239.5583333333334,136.43333333333334,240.45833333333334,1311.7416666666668,138.1333333333333,303.3666666666666,1194.8,218.55833333333337,139.3,1760.0,350.4,155.5,1371.1,322.8,126.8,1250.8,295.4,139.7,1397.7,332.6,110.1,1237.4,196.6,115.3,bla1759
