_GENE_SYMBOL_,Abundance R1 127N Sample,Abundance R2 127N Sample,Abundance R3 127N Sample,Abundance R1 127C Sample,Abundance R2 127C Sample,Abundance R3 127C Sample,Abundance R1 128N Sample,Abundance R2 128N Sample,Abundance R3 128N Sample,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,Accession,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,BL,s1_avg,p_value_s1,minus_log10_pvalues1,s2_avg,p_value_s2,minus_log10_pvalues2,s3_avg,p_value_s3,minus_log10_pvalues3,fold_change_s1,log2_fc_s1,expression_s1,fold_change_s2,log2_fc_s2,expression_s2,fold_change_s3,log2_fc_s3,expression_s3
DBNL,153.4,0.0,266.1,67.8,0.0,137.4,166.7,0.0,256.0,177.3,250.7,0.0,162.04166666666666,0.0,199.4666666666667,103.25833333333334,0.0,138.63333333333335,173.51666666666668,0.0,179.91666666666666,176.89166666666668,174.6,0.0,NP_054782.2,129.4,229.5,,160.1,323.1,,93.7,194.2,,123.4,221.2,,73.9,180.0,,bla417,120.50277777777778,0.9704584639326301,0.013023047880862537,80.63055555555557,0.6406078037761984,0.19340777513785742,117.81111111111112,0.99415870924237,0.0025442785341575564,1.0284975935892269,0.04053841834417875,,0.6881860641551485,-0.53912941725278,down-regulated,1.0055240759619717,0.007947625507118116,
RPL5,6623.8,8369.5,5964.3,5129.1,5476.1,4874.6,6873.3,8237.5,6245.1,7236.1,6654.9,8772.0,7588.7,7238.6416666666655,5113.275000000001,9276.358333333334,7069.974999999999,6904.033333333334,7398.291666666667,6924.433333333333,5018.566666666668,7654.358333333334,5204.216666666666,7280.391666666666,NP_000960.2,7116.5,6689.0,8069.2,6990.6,6071.5,8419.7,5858.9,5568.5,6757.9,5786.4,5143.2,6540.1,5408.5,5260.8,5505.0,bla418,6646.872222222221,0.9543664287333739,0.020284846027023688,7750.122222222221,0.3910974010913168,0.4077150699989055,6447.097222222223,0.8131866766284915,0.08980974552112117,0.9901509345894939,-0.014279634355460482,,1.1544965067721116,0.2072638078715122,,0.9603914633157279,-0.058305515024573415,
RPS18,6772.6,14150.8,8358.8,3732.5,8872.6,4855.2,7142.4,12853.6,9071.7,7479.6,8782.4,14332.7,7719.541666666668,12685.841666666664,7204.166666666667,6871.633333333334,11540.308333333334,6888.966666666667,7719.541666666668,11234.375,7398.291666666667,8048.708333333333,7039.716666666666,12521.191666666668,NP_072045.1,5423.4,6683.9,12267.1,6838.7,8724.7,13919.3,4790.9,6044.8,11049.6,5154.4,6677.4,11071.4,3663.5,4544.7,9509.3,bla419,9203.183333333332,0.9999931340367718,2.981860179634897e-06,8433.636111111113,0.7539532201330087,0.12265559957897564,8784.069444444445,0.851344081033272,0.06989487905462326,0.9999975853823877,-3.483561060645113e-06,,0.9163802829569649,-0.12598167725986303,,0.954457595390978,-0.06724699183972073,
LRRC59,12120.2,5030.1,19372.5,6440.4,2964.6,10115.2,13057.9,5260.9,21867.4,13667.8,21931.9,5341.5,12806.975,4449.408333333333,16340.516666666668,11313.575000000004,3834.808333333334,14150.133333333331,13428.033333333333,4630.25,17544.06666666667,13841.391666666665,17544.06666666667,4592.941666666667,NP_060979.2,10032.6,16373.5,4589.3,13007.1,22075.6,4335.8,10033.6,16099.2,4256.8,11133.2,18601.7,4139.5,7203.4,12715.7,3336.6,bla420,11198.966666666667,0.8865712450293813,0.052286358675737034,9766.172222222223,0.6759630950270539,0.17007701421164892,11867.450000000003,0.9826452495875885,0.007603241021750413,0.9338075067262579,-0.09880290867049064,,0.8143362869573596,-0.2963034044049665,,0.9895478954039091,-0.015158557610081428,
SRP54,3955.2,4087.5,444.3,2180.5,2433.6,307.1,4053.8,3972.7,429.2,4165.5,446.2,4257.5,4212.475,3678.566666666667,358.3333333333333,3657.3250000000007,3134.125,380.5583333333333,4165.733333333333,3520.4500000000003,331.1083333333333,4268.849999999999,345.89166666666665,3695.3916666666655,NP_003127.1,3507.1,452.6,3611.7,3402.3,395.7,3727.5,3379.1,414.7,3509.3,3664.2,451.6,3644.2,2428.6,365.8,2981.7,bla421,2749.7916666666674,0.9911567381550606,0.003857662231835821,2390.6694444444447,0.8235615525327384,0.08430393635296884,2672.430555555555,0.9570537831811933,0.019063655658385022,0.9926886451882044,-0.010586804605365527,,0.8630437136989382,-0.21249446023458535,,0.9647608943298143,-0.05175666474290552,
DBNL ,224.9,2665.9,4423.3,158.0,1798.6,2596.7,234.8,2734.0,4609.1,221.4,4362.3,2593.0,229.75833333333333,2374.708333333333,3761.6,238.87500000000003,2288.625,3684.725,235.03333333333333,2402.1166666666663,3800.1416666666655,218.21666666666667,3520.4500000000003,2265.833333333333,NP_001014436.1,216.7,3958.2,2509.4,294.9,4632.6,2940.5,164.6,3532.5,2305.9,177.4,3994.6,2517.2,181.7,2806.3,2010.0,bla422,2122.022222222222,0.9359027308966817,0.028769285481928288,2070.741666666667,0.9626181988469893,0.016545931995755277,2145.7638888888882,0.9237179620242788,0.034460611284378974,1.060215949149249,0.08435814878449688,,1.0345948871679573,0.049065967062522295,,1.0720778860299216,0.1004097208212066,
TALDO1,6573.2,9160.5,7089.5,3890.7,6224.0,4202.7,7177.2,9332.4,7433.6,6996.8,7432.3,9361.0,7411.150000000001,7934.058333333333,6064.533333333334,7156.308333333334,7806.091666666667,5927.283333333334,7789.583333333332,7934.058333333333,6025.95,7368.616666666668,5987.200000000001,7891.133333333334,NP_006746.1,5804.3,6369.9,8916.6,5767.0,6107.9,8538.8,5224.4,5739.5,8076.9,5342.4,5768.0,8037.8,3792.3,4193.2,6849.5,bla423,7136.580555555556,0.9488848974378249,0.022786465590994266,6963.227777777778,0.8876533776616835,0.051756590028451385,7249.863888888889,0.8509782164502068,0.07008155695014329,1.0076618840194316,0.011011630823534976,,0.983185037538721,-0.024465134458459478,,1.0236571209828547,0.03373255840971941,
YBX3,351.0,0.0,1291.1,266.0,0.0,757.9,349.4,0.0,1383.4,344.5,1339.3,0.0,359.0666666666666,0.0,1140.075,387.675,0.0,1037.9333333333332,334.3416666666667,0.0,1187.4583333333337,333.7833333333333,1130.8833333333332,0.0,NP_003642.3,345.2,1053.1,,536.8,1236.5,,356.4,885.9,,359.4,1002.3,,291.9,659.9,,bla424,499.7138888888889,0.9818644067967297,0.007948483135537287,475.2027777777777,0.9784103471234065,0.009478963090702381,507.2666666666668,0.9707065460983777,0.012912041639072065,1.0235377787892581,0.033564353231907804,,0.9733329540282203,-0.03899469382995152,,1.0390077378243063,0.05520639849543127,
ALDOC,1384.3,0.0,750.8,1134.1,0.0,572.7,1451.7,0.0,818.3,1407.2,768.9,0.0,1388.5666666666668,0.0,642.325,1846.783333333333,0.0,752.2083333333334,1416.033333333333,0.0,675.1833333333333,1358.2500000000002,636.4583333333334,0.0,NP_005156.1,1574.8,820.3,,1368.6,913.6,,1495.5,719.5,,1571.2,870.8,,1599.0,806.1,,bla425,676.963888888889,0.9838825429735361,0.007056745047525419,866.3305555555554,0.7781759358603123,0.1089222033506616,697.0722222222221,0.9574586759521192,0.018879961164302857,1.0181396611868903,0.025935473674626508,,1.3029432038936348,0.3817741973006254,,1.0483821778455493,0.06816473364315165,
RPS5,9405.2,5473.2,8079.9,6628.0,3552.0,5027.4,10232.2,5847.9,8289.5,9951.8,8201.7,5937.1,10456.458333333332,4813.816666666668,6838.008333333332,11942.966666666667,4671.775,7094.991666666666,10857.841666666664,5159.866666666667,6759.616666666666,10366.925,6552.891666666666,5113.275000000001,NP_001000.2,9569.9,7477.8,5354.1,11437.7,9790.1,6931.6,7965.9,6250.7,4321.5,8190.8,6606.9,4535.5,6615.8,4897.5,3400.1,bla426,7369.427777777778,0.9917426610523279,0.0036010046438495888,7903.2444444444445,0.8441931156944535,0.07355819379272337,7592.441666666666,0.919675667842067,0.03636530363336192,1.0034126698061363,0.004915059829439374,,1.0760965229951462,0.10580748960542896,,1.0337779801669533,0.047926377814270574,
ECPAS ,2492.7,1248.0,2886.5,1731.4,890.4,1264.7,2477.9,1418.1,2590.2,2425.8,3064.1,1242.4,2601.383333333333,1155.9333333333336,2516.65,2808.5750000000003,1154.0583333333334,1798.5833333333333,2485.975,1257.7083333333333,2202.958333333333,2412.6,2546.025,1120.5833333333333,NP_001350685.1,2837.4,2124.5,1439.3,2035.3,1253.3,1085.7,1988.9,1114.9,1310.2,2050.7,1065.4,1452.5,1730.4,777.5,1084.7,bla427,2091.3222222222225,0.9255541206880447,0.0335981813098155,1920.4055555555558,0.8806004137282624,0.055221114833954844,1982.2138888888887,0.9437390446842635,0.025148076804649082,1.0320367920713363,0.04549440369983403,,0.9476919280882244,-0.07750994510155633,,0.9781934325330189,-0.031808316251172294,
BCLAF1,4745.1,5787.0,9644.0,2379.1,3528.5,5028.0,4586.8,5934.0,9471.9,4907.0,9585.0,5755.7,5078.566666666667,5148.5,7960.858333333334,4018.85,4646.091666666666,7126.825,4759.983333333334,5246.358333333334,7654.358333333334,5041.358333333334,7654.358333333334,4932.941666666667,NP_055554.1,3522.7,7351.2,4704.6,4068.6,8924.2,5473.3,2825.3,6010.5,3924.4,2931.2,6422.3,4098.7,2038.2,4365.0,3229.9,bla428,6062.641666666666,0.8930175162950774,0.049140022460067066,5263.922222222222,0.6624418003448282,0.17885227120153238,5886.900000000001,0.99365165434168,0.0027658400615567687,1.0317248571100373,0.04505828063751085,,0.8958008243206258,-0.1587501011175834,,1.0018175896350594,0.0026198473697552974,
CAPZA1,3306.9,1964.2,5123.7,1883.7,1415.2,3041.5,3394.6,1819.4,5352.4,3516.5,5420.7,2263.1,3548.5500000000006,1768.7333333333336,4416.408333333334,3092.2416666666672,1829.7083333333333,4322.608333333333,3475.4666666666667,1593.6250000000002,4420.5,3648.4666666666662,4439.233333333334,1959.075,NP_006126.1,2865.2,4482.7,1834.9,3369.4,5580.6,1275.7,2305.3,3894.2,1478.1,2488.5,4394.9,1110.3,1878.7,3095.1,1304.3,bla429,3244.56388888889,0.9269299072151304,0.03295310518733111,3081.5194444444446,0.807272450001463,0.09297986854532315,3163.1972222222225,0.875019592486155,0.057982222619558675,0.9688374295897609,-0.04567349240629488,,0.9201518231804071,-0.12005617232820781,,0.9445410757846839,-0.08231455762542425,
PDHB,2569.7,1647.0,2433.1,2061.4,1338.0,1884.1,2668.9,1590.9,2481.1,2643.9,2491.5,1768.1,2692.3750000000005,1441.6,2132.6833333333334,3475.4666666666667,1712.9833333333336,2650.708333333333,2682.066666666667,1406.0916666666665,2081.6583333333333,2658.733333333333,2105.9166666666665,1519.5916666666665,NP_000916.2,2908.9,2636.9,1904.9,2913.8,2585.1,1486.0,2486.6,2145.5,1633.4,2697.9,2330.1,1444.5,2591.4,2216.0,1597.7,bla430,2088.8861111111114,0.9910138060278629,0.0039202952221386814,2613.052777777778,0.4482055444631262,0.3485227753894286,2056.605555555556,0.9422056068584969,0.025854315699079092,0.9972019959979264,-0.004042324358963475,,1.2474310742876695,0.31896010291282056,,0.9817917568945607,-0.02651104097344226,
FKBP10,5469.2,1405.9,3346.5,3882.4,836.5,1696.5,5899.5,1605.4,4225.2,5897.9,4202.7,1661.0,6003.241666666666,1261.5333333333335,2909.5416666666665,7126.825,1083.9,2389.55,6279.016666666666,1411.4916666666668,3483.858333333333,6240.791666666668,3436.941666666666,1428.7083333333333,XP_011523401.1,5405.5,2969.3,1268.2,4893.4,3128.9,1255.0,4803.8,2545.6,1105.1,4683.6,2584.5,1092.1,3700.7,1701.9,811.1,bla431,3391.4388888888884,0.8822901977317589,0.05438854577004398,3533.4250000000006,0.9454235428004798,0.02437358716000225,3724.788888888889,0.9914411037087865,0.003733079838911083,0.9160734798799194,-0.12646477079367613,,0.9544258474623962,-0.06729498070912926,,1.0061158201734277,0.008796392193050543,
ATP6V1A,2193.1,3414.6,2606.7,1765.5,2971.8,1866.0,2164.3,3607.8,2795.6,2188.5,2654.3,3398.5,2257.2666666666664,3003.8583333333336,2283.1416666666664,2887.9083333333333,3842.05,2613.9083333333333,2132.6833333333334,3180.1083333333336,2381.9666666666667,2167.366666666667,2252.625,2935.8916666666664,NP_001681.2,2586.9,2797.0,4388.4,2274.9,2755.3,4350.8,2342.7,2708.2,4217.5,2401.4,2710.1,4166.7,2147.8,2225.3,4316.5,bla432,2514.7555555555555,0.8644185660946757,0.06327591385511186,3114.6222222222223,0.22142401606385026,0.6547752765089866,2564.9194444444443,0.79185274450927,0.10135557370478492,1.0256098859642961,0.03648207342939857,,1.2702575942612828,0.3451210893435304,,1.046068566430952,0.06497741870519491,
FUS,5318.1,1685.4,5123.1,2664.5,1272.4,2413.8,5000.0,1813.7,4987.5,6675.5,6851.7,1982.9,5843.025000000001,1466.966666666667,4402.575,4525.458333333333,1621.2916666666667,3386.191666666667,5246.358333333334,1585.5416666666667,4081.366666666667,6971.524999999999,5422.383333333332,1715.783333333333,NP_004951.1,3683.2,3837.9,1614.9,3156.1,3533.7,1200.4,3322.9,3436.5,1510.1,2928.6,3009.1,994.9,1874.8,2078.8,995.7,bla433,3904.1888888888893,0.7135863837897489,0.14655344548926863,3177.6472222222224,0.4513835013773605,0.34545431896609746,3637.7555555555555,0.6077342930518175,0.21628625672004062,0.8301079104610721,-0.2686292020812672,,0.675630757345867,-0.5656930881508002,down-regulated,0.7734589050197767,-0.37060345363213515,
TRAP1,1964.0,2179.1,329.2,1482.9,1463.1,265.1,1967.0,2215.1,389.7,2042.2,358.9,2136.7,2030.7333333333336,1938.1,259.175,2356.5500000000006,1879.8166666666668,319.9916666666668,1951.3,1973.8083333333332,298.3500000000001,2013.4,270.7916666666667,1865.6083333333336,NP_057376.2,2083.6,358.5,2185.8,2462.8,351.7,2023.1,1552.6,292.7,1547.4,1643.5,306.0,1314.5,1292.5,224.7,1114.4,bla434,1409.336111111111,0.9756172344050735,0.01072053642215296,1518.7861111111115,0.8783360282810512,0.056339302648371406,1407.8194444444443,0.9765992357899536,0.010283619896597375,1.0188462897810335,0.02693641293876783,,1.0979705849277879,0.134839404482224,,1.0177498513984609,0.0253830108302011,
RPS12,2085.6,2657.5,2386.4,1597.5,1626.8,1489.9,2187.0,2541.4,2364.5,2177.7,2423.1,2728.4,2172.8666666666663,2363.1583333333333,2102.4166666666665,2563.733333333333,2090.35,2076.7833333333333,2161.2833333333333,2238.9833333333336,1987.775,2151.4666666666667,2055.2166666666667,2381.9666666666667,NP_001007.2,2173.5,2310.7,2466.6,2381.3,2291.3,2343.1,1878.5,1809.9,2037.1,1769.4,1766.8,1928.7,1662.1,1423.3,1501.8,bla435,2212.8138888888884,0.9005479275678041,0.045493168880721885,2243.6222222222223,0.8150534350459512,0.0888139179043576,2129.347222222222,0.6149459143175582,0.21116307958451927,1.0075571879924818,0.010861727082433263,,1.0215850996284013,0.030809387818718257,,0.9695524373986577,-0.04460916754116385,
GNB1,0.0,1230.1,850.7,0.0,1037.7,706.6,0.0,1145.2,970.7,0.0,888.4,1226.0,0.0,1135.0583333333332,722.4083333333334,0.0,1316.8083333333334,961.0583333333334,0.0,1068.5916666666667,809.9916666666668,0.0,729.65,1108.158333333333,NP_001269468.1,,987.4,1510.5,,992.7,1406.6,,859.3,1147.6,,860.8,1141.3,,667.6,1153.8,bla436,619.1555555555556,0.9894209970027539,0.0046188774914720865,759.2888888888889,0.7885338182601068,0.10317967612226774,626.1944444444445,0.9777257994461648,0.00978292484866399,1.0106966178010948,0.015350006461513776,,1.2394473489709212,0.30969698784909444,,1.0221867532432203,0.03165880035005043,
RPLP0,509.6,4371.2,2146.1,245.3,3402.0,1291.9,553.1,4038.3,2297.0,555.8,2094.6,4383.2,501.5333333333335,3906.8333333333335,1919.8083333333336,358.3333333333333,4439.233333333334,1834.3166666666668,530.3833333333333,3565.183333333334,1938.1,519.1833333333334,1780.5416666666663,3822.75,NP_000993.1,384.2,2110.4,4309.7,466.2,1932.6,3480.3,351.5,1870.6,3997.5,347.6,2070.0,3001.3,192.2,1441.0,3232.1,bla437,2109.391666666667,0.9627299932154669,0.016495497817051997,2210.6277777777777,0.9173559274776106,0.03746212850864951,2011.2222222222224,0.9829586577493081,0.0074647477720537776,1.0335975238771904,0.0476745189773151,,1.0832030074983294,0.11530364965414955,,0.9854947005364117,-0.021079981640310896,
XP_016875261.1,2391.0,12832.4,7623.6,1526.1,7919.4,4694.8,2448.0,13011.2,8120.3,2537.1,8229.1,13340.4,2482.9333333333334,11624.6,6616.516666666666,2450.2,10244.85,6670.566666666667,2454.516666666667,11486.725,6616.516666666666,2539.15,6571.725000000001,11701.933333333334,XP_016875261.1,2237.7,6743.1,11233.1,2191.0,7119.1,11982.9,2019.8,6042.3,10004.1,1822.1,5448.6,8894.3,1370.2,3900.4,7185.8,bla438,6908.016666666666,0.9940728957101691,0.002581767469991595,6455.205555555555,0.8965901724144205,0.04740602577535608,6852.586111111111,0.9828640053410227,0.007506569467795512,0.9957353985146166,-0.006165675854018459,,0.9304662953942223,-0.1039742029030845,,0.987745526893095,-0.017788687062053984,
RPL13A,6954.6,12198.0,6342.4,3728.0,8788.2,3978.3,6838.4,12634.5,6317.6,7232.4,6458.4,13230.0,7806.091666666667,11073.508333333331,5255.016666666667,6838.008333333332,11486.725,5657.474999999999,7368.616666666668,11073.508333333331,5087.791666666666,7618.808333333333,5054.516666666667,11624.6,NP_036555.1,5728.6,5859.0,12057.5,6298.6,5871.4,10746.0,5274.3,5463.8,12297.5,5393.2,5196.4,9944.0,3602.9,4172.4,10117.4,bla439,8044.872222222221,0.9839914630601395,0.00700866941617547,7994.069444444444,0.9697976416858638,0.01331887631872216,7843.305555555555,0.9259950202702691,0.03339134882018076,0.9932789185359104,-0.009729203029049678,,0.9870064350488089,-0.018868604144149054,,0.9683920197575168,-0.04633690433995261,
PCBP2,648.9,1811.4,1718.9,421.6,1428.6,1019.0,625.2,1782.8,1816.2,644.4,1603.2,1796.2,644.4416666666666,1618.4916666666668,1562.8500000000004,607.4499999999999,1840.083333333333,1481.6999999999998,597.6750000000001,1548.925,1591.0000000000002,607.4499999999999,1406.0916666666665,1553.9416666666666,NP_114366.1,628.7,1576.9,2091.7,792.5,2426.0,1864.7,432.0,1272.7,1377.1,493.5,1630.5,1370.4,363.7,989.2,1121.3,bla440,1275.2611111111112,0.8516108237836492,0.06975882741262587,1309.7444444444443,0.8105351572754931,0.09122814271602188,1245.8666666666668,0.9032359502994018,0.04419878509334453,1.072403982265743,0.10084848174789336,,1.1014020154263742,0.13934115355328566,,1.047685343075651,0.06720548963612061,
LARP1,1783.1,3279.5,996.9,1154.4,2628.5,703.4,2075.3,3151.6,1049.1,2055.4,1050.2,3224.3,1824.8,2915.333333333333,864.3000000000001,1893.875,3386.191666666667,957.8583333333332,2052.2416666666663,2814.8583333333336,872.6666666666669,2033.85,891.0583333333335,2808.5750000000003,NP_291029.2,1700.3,1020.5,3856.4,1845.0,1103.3,3339.9,1475.6,797.5,2924.1,1486.9,772.9,2644.7,1120.3,608.1,2664.4,bla441,1868.1444444444444,0.960355996355523,0.01756774759230837,2079.308333333334,0.8613743102593778,0.0648080848359735,1913.2555555555557,0.9980199270590508,0.0008607872443040402,0.9774918679453153,-0.032843394640024184,,1.0879817097808488,0.12165430343543573,,1.001095901560715,0.0015801860408355959,
RACK1,4916.5,4982.3,4240.1,3350.1,3395.8,2826.9,4867.5,4956.5,4388.5,5304.1,4442.9,5115.3,5347.583333333333,4391.599999999999,3565.183333333334,6279.016666666666,4408.708333333333,4030.3333333333335,4967.425,4331.624999999999,3559.7,5422.383333333332,3598.25,4369.283333333334,NP_006089.1,5211.0,4633.1,5718.2,5880.2,3847.0,4273.8,4175.3,4125.4,5002.9,4032.9,3389.5,3848.5,3664.5,3293.7,4038.4,bla442,4434.788888888889,0.971031643541254,0.012766617268686177,4906.019444444444,0.6406690134700394,0.1933662805413167,4286.25,0.8046506718297146,0.09439262177332915,0.9936108638963401,-0.009247147170664457,,1.099189688758332,0.13644037574700427,,0.9603308459724048,-0.05839657695498387,
LETM1,2422.2,3330.3,7566.7,982.5,2079.3,4304.6,2423.1,3204.6,7914.6,2596.2,8328.6,3719.9,2519.8166666666666,2943.9,6521.483333333334,1561.375,2682.066666666667,6121.399999999999,2405.5083333333337,2848.65,6445.55,2625.5750000000003,6641.991666666668,3234.141666666667,NP_036450.1,1712.7,6286.0,2825.1,1988.3,6789.5,2869.4,1373.7,5208.5,2206.6,1484.2,5447.3,2242.2,960.2,4166.0,2163.4,bla443,3995.066666666667,0.9276470957025836,0.03261721078378576,3454.9472222222225,0.7208078274655016,0.14218050587108985,3899.902777777778,0.8884118317382699,0.0513856662149356,0.9586849797194384,-0.06087126594039176,,0.8290740265497049,-0.2704271717331386,,0.9358487673351308,-0.0956526849972458,
PSMA1,3917.2,3312.2,5202.3,2110.3,2349.1,3144.3,4290.7,3358.5,5311.3,4533.4,5396.8,3391.7,4165.733333333333,2930.1583333333333,4449.408333333333,3551.816666666666,3015.333333333333,4525.458333333333,4377.308333333333,2959.933333333333,4351.458333333333,4697.925,4408.708333333333,2930.1583333333333,NP_683877.1,3303.5,4542.0,3225.2,3904.4,5748.1,3393.7,2729.8,3834.3,2735.6,3076.0,4083.2,2682.8,1886.9,3092.7,2346.9,bla444,3848.433333333333,0.8312390531273874,0.08027406102438692,3697.536111111111,0.6787784412965958,0.16827195977600348,3896.2333333333336,0.8800233783381766,0.055505790408463596,0.9591675522616422,-0.06014524032936069,,0.9215585548474642,-0.11785225881518586,,0.9710810258824508,-0.04233641740783704,
DDX39B,2595.1,525.9,5452.8,2010.7,409.5,3108.3,2597.0,545.9,5156.7,2786.9,4963.1,561.0,2722.591666666667,520.6583333333334,4630.25,3355.483333333333,562.3666666666667,4431.291666666667,2601.383333333333,535.9416666666667,4231.741666666667,2794.6083333333336,4008.3,544.4916666666667,NP_004631.1,2903.4,5466.3,574.0,2702.0,5369.9,477.1,2242.9,3900.5,510.4,2050.9,3883.3,388.3,1909.2,2546.0,380.2,bla445,2624.5,0.9161358050381893,0.038040143136705167,2783.047222222222,0.8386939078782356,0.0763965116081216,2456.3555555555554,0.9963262423088073,0.0015984306175998802,1.0716035604431497,0.09977127970944905,,1.136339612198419,0.18439407041627634,,1.0029488889493787,0.004248086968939009,
MCAM,2729.6,544.4,3524.8,1538.2,531.0,2108.8,2878.5,564.0,3923.5,3053.1,4122.2,595.4,2860.3250000000003,541.8333333333333,3040.5416666666674,2478.925,723.1916666666667,3024.7166666666667,2935.8916666666664,557.4166666666667,3201.725,3104.7833333333333,3355.483333333333,573.5916666666666,NP_006491.2,2254.0,3103.2,655.7,3530.7,3665.8,642.5,2425.8,3598.7,741.3,2694.2,3621.1,594.1,1706.3,2547.8,643.8,bla446,2147.566666666667,0.8774630305779456,0.05677117224586663,2075.6111111111113,0.8238121223322119,0.08417182172258172,2231.6777777777775,0.9308820122889457,0.031105361617032187,0.9159553256095816,-0.12665086020406285,,0.8852656732968986,-0.1758176136701629,,0.9518294250547649,-0.0712250399220473,
