Accession,Abundance R1 126 control,Abundance R2 126 control,Abundance R3 126 control,Abundance R1 127N Sample,Abundance R3 127N Sample,Abundance R2 127N Sample,Abundance R1 127C Sample,Abundance R3 127C Sample,Abundance R2 127C Sample,Abundance R1 128N Sample,Abundance R3 128N Sample,Abundance R2 128N Sample,Abundance R1 128C Sample,Abundance R3 128C Sample,Abundance R2 128C Sample,Abundance R1 129N Sample,Abundance R3 129N Sample,Abundance R2 129N Sample,Abundance R1 129C Sample,Abundance R3 129C Sample,Abundance R2 129C Sample,Abundance R1 130N Sample,Abundance R3 130N Sample,Abundance R2 130N Sample,Abundance R1 130C Sample,Abundance R3 130C Sample,Abundance R2 130C Sample,normalized_Abundance R1 126 control,normalized_Abundance R2 126 control,normalized_Abundance R3 126 control,normalized_Abundance R1 127N Sample,normalized_Abundance R3 127N Sample,normalized_Abundance R2 127N Sample,normalized_Abundance R1 127C Sample,normalized_Abundance R3 127C Sample,normalized_Abundance R2 127C Sample,normalized_Abundance R1 128N Sample,normalized_Abundance R3 128N Sample,normalized_Abundance R2 128N Sample,normalized_Abundance R1 128C Sample,normalized_Abundance R3 128C Sample,normalized_Abundance R2 128C Sample,normalized_Abundance R1 129N Sample,normalized_Abundance R3 129N Sample,normalized_Abundance R2 129N Sample,normalized_Abundance R1 129C Sample,normalized_Abundance R3 129C Sample,normalized_Abundance R2 129C Sample,normalized_Abundance R1 130N Sample,normalized_Abundance R3 130N Sample,normalized_Abundance R2 130N Sample,normalized_Abundance R1 130C Sample,normalized_Abundance R3 130C Sample,normalized_Abundance R2 130C Sample
NP_001952.1,22975.9,27011.1,27835.1,21780.6,26213.8,27096.2,17501.5,22419.7,23260.7,23691.5,31047.9,33869.8,29508.5,36664.4,38721.6,31108.5,38613.6,37006.7,23876.9,31518.6,35431.8,23140.6,31088.8,32412.7,18002.5,22663.5,23127.9,24248.185185185186,21062.459259259256,20582.581481481488,24248.185185185186,21350.111111111117,20876.38148148148,32517.937037037038,32517.937037037038,27558.16666666667,24771.4074074074,22736.351851851847,24771.4074074074,35542.33333333333,32517.937037037038,30650.218518518515,33355.5,30650.218518518515,28751.551851851844,32517.937037037038,32517.937037037038,31427.98888888888,31427.98888888888,32517.937037037038,31427.98888888888,35542.33333333333,33355.5,26756.714814814815
NP_000691.1,15424.9,24814.1,25572.5,14690.1,23682.3,24540.6,10115.8,14755.7,18109.6,14040.8,24849.7,23268.5,13487.5,20515.4,24853.8,15469.5,24395.6,27106.9,11710.4,17720.5,20840.4,10501.9,16839.5,18153.0,8572.6,12107.2,16278.8,15047.896296296296,19365.277777777774,19687.366666666665,15367.451851851847,19029.055555555555,19983.77407407407,17305.181481481482,19983.77407407407,24248.185185185186,13979.385185185187,19365.277777777774,19029.055555555555,15367.451851851847,18645.27037037037,21062.459259259256,15748.6,18419.466666666664,20582.581481481488,15748.6,17959.62222222222,20302.09259259259,13505.418518518518,16501.866666666665,17495.17037037037,14405.851851851852,16267.788888888888,18645.27037037037
NP_004437.2,7449.5,11221.5,14571.5,7717.1,11079.1,14453.0,5622.3,8691.7,12408.9,8224.1,11709.9,15472.4,8977.2,13673.0,19822.0,9439.1,14306.6,21551.6,7034.9,10462.9,14974.1,8278.1,11552.9,15649.0,5840.6,9025.8,13725.7,7694.411111111109,8546.207407407408,12448.87777777778,8309.988888888887,8869.937037037036,12448.87777777778,9404.040740740742,11786.6,15532.4,8506.751851851852,8915.562962962962,13106.362962962963,10141.485185185184,12005.422222222225,17495.17037037037,9825.877777777776,11063.4,17305.181481481482,8984.17037037037,10792.688888888888,14535.344444444445,10669.096296296295,11443.370370370372,15532.4,9493.381481481481,12203.95185185185,16050.625925925924
NP_003290.1,19129.0,24425.6,28641.3,18164.9,22082.0,27213.5,10692.5,12960.6,17509.4,18942.5,22697.8,28851.4,16044.3,19069.1,25758.8,17358.2,19311.2,27078.0,16303.5,18907.5,26214.2,18888.8,21266.2,27997.3,13245.4,15842.4,24172.5,20302.09259259259,18178.16296296296,21350.111111111117,20876.38148148148,17959.62222222222,21062.459259259256,18645.27037037037,17091.14814814815,21760.211111111115,19687.366666666665,17305.181481481482,22165.59259259259,19687.366666666665,16906.51111111111,21760.211111111115,18848.314814814814,14658.714814814814,20302.09259259259,21350.111111111117,19687.366666666665,25280.94444444444,25280.94444444444,20302.09259259259,27558.16666666667,23792.018518518522,20582.581481481488,28113.70740740741
NP_004915.2,15885.8,15639.4,16527.0,14859.2,14371.7,15396.7,10029.8,9730.1,11792.5,14598.1,15123.8,15977.1,14305.1,13461.7,15241.2,14370.4,15605.2,15129.0,12830.8,12436.9,14776.7,11467.1,11942.1,12597.6,9869.6,9764.3,12531.3,15748.6,11786.6,13846.91111111111,15930.070370370373,11535.962962962965,13979.385185185187,17091.14814814815,12914.618518518519,14405.851851851852,14791.448148148147,11443.370370370372,13979.385185185187,16050.625925925924,11786.6,12782.418518518518,14658.714814814814,12370.644444444442,12084.977777777778,17091.14814814815,12448.87777777778,14238.985185185187,14927.925925925925,11786.6,13211.859259259258,16501.866666666665,12691.822222222223,14791.448148148147
NP_003283.2,12487.0,12744.1,8605.2,11120.7,11207.4,8265.1,6034.5,5876.3,5792.6,12116.6,12168.3,8943.2,9442.5,9021.5,8253.1,9898.7,10484.8,9196.1,7529.0,6818.2,6647.1,7417.8,7316.1,6941.3,5583.8,5104.2,5656.3,12005.422222222225,9574.362962962963,6759.333333333335,11535.962962962965,9065.022222222224,6813.248148148146,10092.37037037037,7889.837037037036,6988.133333333333,11786.6,9247.766666666666,7095.348148148149,10669.096296296295,7925.103703703703,6740.281481481483,10092.37037037037,8273.57037037037,7286.22962962963,9667.033333333333,7175.188888888889,6389.992592592594,9247.766666666666,7241.944444444444,6841.003703703702,9192.796296296296,6841.003703703702,6267.996296296296
NP_005336.3,8573.4,13834.4,14810.2,7720.0,12906.1,14038.9,4662.3,8380.2,9841.8,7727.1,14378.1,14900.2,7175.7,12072.3,14612.0,8942.8,16711.8,13922.5,6058.7,10635.2,14329.4,5685.3,10855.7,10892.7,3945.9,7278.7,9278.9,8772.72222222222,10330.455555555558,12597.355555555558,8346.277777777777,10280.040740740742,11891.129629629628,8231.518518518518,11284.896296296294,12448.87777777778,8122.807407407409,10859.388888888889,12370.644444444442,8309.988888888887,10729.766666666665,12203.95185185185,9247.766666666666,13106.362962962963,11063.4,8169.640740740741,11147.651851851853,13846.91111111111,7590.218518518518,10531.31851851852,10992.933333333329,6813.248148148146,9996.740740740743,10330.455555555558
NP_009057.1,14594.6,15819.9,5395.0,13924.2,15359.1,4991.4,10823.9,11077.6,4171.8,14692.8,16097.9,5334.5,15850.8,16699.3,5992.3,17157.6,18969.5,5603.6,13594.0,14267.9,5221.7,15300.7,16359.4,5174.0,13253.8,13562.0,4719.0,14658.714814814814,11891.129629629628,4407.933333333333,14405.851851851852,12370.644444444442,4215.400000000001,19365.277777777774,14791.448148148147,5166.855555555556,15047.896296296296,12274.696296296293,4464.355555555555,19029.055555555555,14791.448148148147,5022.511111111112,17657.90740740741,14405.851851851852,4683.585185185185,17657.90740740741,14405.851851851852,5166.855555555556,19687.366666666665,15748.6,5166.855555555556,24248.185185185186,18419.466666666664,5365.22962962963
NP_001367.2,7285.8,7535.1,9814.2,7055.8,7273.6,10177.7,6425.4,5764.2,9439.1,8075.6,8408.8,11533.4,9721.3,9067.9,15158.7,9095.8,9364.5,13868.5,7709.2,7013.1,11666.5,8256.0,8155.6,12768.6,7398.1,6209.7,11901.2,7424.548148148148,5799.151851851852,8049.97777777778,7694.411111111109,5916.174074074074,8446.27777777778,10859.388888888889,7763.337037037038,12005.422222222225,8384.655555555555,6545.074074074074,9825.877777777776,10919.125925925924,8049.97777777778,12691.822222222223,9446.362962962963,7447.74074074074,10859.388888888889,10092.37037037037,7310.07037037037,11786.6,10582.070370370371,8122.807407407409,13286.466666666667,12370.644444444442,8506.751851851852,13396.937037037038
NP_002853.2,12691.0,18517.6,19175.7,12823.2,18375.3,19393.2,9631.6,14107.7,15601.9,13599.9,19948.9,20178.7,17006.6,24687.3,26593.3,13490.4,21971.7,23203.6,15428.9,22388.2,24848.7,16518.8,24626.8,25897.7,12603.0,18542.6,20885.7,12084.977777777778,13846.91111111111,15748.6,12914.618518518519,14535.344444444445,16267.788888888888,16501.866666666665,18645.27037037037,19983.77407407407,13286.466666666667,14535.344444444445,16267.788888888888,20876.38148148148,22165.59259259259,23214.166666666668,13846.91111111111,16715.466666666664,18178.16296296296,20582.581481481488,23214.166666666668,23792.018518518522,22165.59259259259,23792.018518518522,25280.94444444444,22165.59259259259,24771.4074074074,23792.018518518522
NP_000909.2,16715.0,20319.6,17947.5,15638.4,18753.3,17676.9,10886.1,10482.7,11608.9,16760.1,20375.6,18110.5,15437.8,16376.0,17558.7,17631.5,17807.3,15767.2,17441.1,18679.5,20444.6,18768.5,20946.8,20364.4,15212.6,12669.8,16343.1,17091.14814814815,15748.6,14791.448148148147,17305.181481481482,14658.714814814814,15367.451851851847,19687.366666666665,13742.78888888889,14238.985185185187,17657.90740740741,15367.451851851847,15225.14074074074,17305.181481481482,14405.851851851852,15047.896296296296,19029.055555555555,13979.385185185187,13009.448148148147,22736.351851851847,19029.055555555555,19687.366666666665,24771.4074074074,19983.77407407407,19687.366666666665,30650.218518518515,17091.14814814815,18848.314814814814
NP_114032.2,19061.0,41084.5,41272.4,18791.0,38208.2,39394.6,12817.9,24906.8,28372.3,18727.1,41102.8,40632.5,20956.7,41850.6,46367.4,20570.7,40156.8,43868.1,15021.1,30290.8,32971.1,14306.9,29720.6,31343.1,11873.6,21973.5,26583.4,19983.77407407407,33355.5,28751.551851851844,21760.211111111115,32517.937037037038,30650.218518518515,24248.185185185186,33355.5,34595.76666666667,18848.314814814814,33355.5,30650.218518518515,26756.714814814815,39181.1962962963,35542.33333333333,22736.351851851847,31427.98888888888,32517.937037037038,19365.277777777774,29596.79259259259,28751.551851851844,18645.27037037037,29596.79259259259,29596.79259259259,20302.09259259259,31427.98888888888,33355.5
NP_001888.2,6781.7,7398.5,5292.0,6306.4,7084.7,5100.1,4621.6,4831.5,3862.0,6811.8,7360.0,5231.0,6563.4,6752.5,5512.6,6339.7,7629.8,4953.0,7411.4,7078.8,5941.3,7437.2,7857.5,5738.0,6396.2,6283.8,5390.1,6740.281481481483,5640.081481481482,4323.522222222223,6759.333333333335,5738.666666666667,4298.4,8049.97777777778,6545.074074074074,4781.0148148148155,6988.133333333333,5640.081481481482,4348.018518518518,7473.544444444445,6106.618518518518,4670.907407407407,6966.67777777778,5996.092592592594,4114.914814814815,9526.155555555553,7424.548148148148,5858.292592592592,9298.93703703704,7763.337037037038,5687.492592592591,10465.08148148148,8596.366666666665,5938.596296296297
XP_011543356.1,7303.9,11216.3,10612.6,6669.4,10329.5,9728.8,4836.3,6148.1,7800.0,7244.7,11991.1,10929.0,7332.5,10668.6,11730.0,7615.6,11980.0,12258.2,5033.3,7022.6,8281.4,5125.4,7216.9,7981.0,4191.4,5228.5,7174.5,7447.74074074074,8506.751851851852,8676.411111111112,7286.22962962963,8309.988888888887,8093.292592592596,8506.751851851852,8309.988888888887,9715.225925925928,7619.992592592595,9097.885185185187,9298.93703703704,8478.74074074074,9446.362962962963,9996.740740740743,7889.837037037036,9493.381481481481,9825.877777777776,6759.333333333335,7367.788888888891,7694.411111111109,6715.548148148147,7154.296296296296,7801.118518518519,7241.944444444444,7051.122222222221,8273.57037037037
NP_001276674.1,25079.2,32573.8,42856.9,21262.0,29355.3,38583.9,12354.3,18063.7,25603.9,27698.6,33015.1,45579.8,20026.0,28549.3,39622.3,24397.4,32426.9,37535.8,18932.7,24536.5,38189.4,19554.2,25376.4,36145.6,11532.6,18054.7,25205.4,25936.725925925926,24248.185185185186,33355.5,23792.018518518522,23214.166666666668,28751.551851851844,23214.166666666668,25280.94444444444,30650.218518518515,27558.16666666667,24771.4074074074,32517.937037037038,24248.185185185186,26756.714814814815,32517.937037037038,26756.714814814815,24248.185185185186,29596.79259259259,27558.16666666667,25936.725925925926,34595.76666666667,28113.70740740741,24248.185185185186,35542.33333333333,19687.366666666665,24248.185185185186,29596.79259259259
NP_004492.2,1045.9,3848.4,2445.9,763.5,2761.1,1990.7,324.6,1362.6,806.0,979.6,3673.4,2477.8,665.5,2491.9,1732.9,628.9,2504.4,1713.4,476.9,1850.8,1222.3,416.5,1603.2,1008.4,215.8,862.0,574.7,964.6000000000003,3036.2481481481486,2063.6074074074068,733.9074074074073,2339.22962962963,1704.1148148148147,457.73703703703694,1834.6444444444448,1000.6518518518519,913.7370370370371,2894.7000000000003,2107.7666666666664,635.9703703703706,2211.840740740741,1459.148148148148,592.0333333333334,2047.8185185185187,1456.662962962963,553.4740740740742,2001.1777777777781,1225.4444444444443,469.7962962962963,1643.1407407407405,1076.6703703703704,323.6666666666666,1152.5777777777778,726.7370370370371
NP_002145.3,9731.1,19242.5,28737.0,9385.6,19060.4,28657.0,5910.9,11964.2,19261.7,10109.4,20054.1,29817.0,9153.3,19154.8,30071.0,10203.2,16968.6,26933.3,7598.1,16185.6,25797.1,7786.6,16212.9,24684.5,5926.7,12462.4,21851.6,9825.877777777776,14535.344444444445,21760.211111111115,10048.503703703704,15225.14074074074,22736.351851851847,9856.933333333336,15748.6,24771.4074074074,10402.129629629628,14791.448148148147,22736.351851851847,10235.555555555558,17091.14814814815,24771.4074074074,10280.040740740742,13396.937037037038,19983.77407407407,9825.877777777776,16715.466666666664,24771.4074074074,9996.740740740743,15532.4,24771.4074074074,9667.033333333333,16715.466666666664,25936.725925925926
NP_000692.2,8598.1,8500.1,8953.2,8312.8,8141.1,8876.4,6380.3,6534.4,7391.1,8938.5,9184.5,9258.0,10276.4,9688.9,11188.5,11500.6,11002.6,12105.5,9051.4,8496.1,10358.7,10462.5,9994.4,11004.0,8398.0,8060.3,10275.3,8869.937037037036,6545.074074074074,7127.629629629628,8915.562962962962,6568.314814814814,7310.07037037037,10669.096296296295,8869.937037037036,9192.796296296296,9097.885185185187,7127.629629629628,7540.4740740740735,11786.6,8546.207407407408,9574.362962962963,11692.21111111111,8705.296296296296,9574.362962962963,11786.6,8772.72222222222,10280.040740740742,13286.466666666667,9951.76296296296,11063.4,14134.866666666667,10669.096296296295,11891.129629629628
XP_016884687.1,3211.3,3982.0,2816.3,3174.9,3802.9,2905.3,2506.0,2626.8,2028.9,3724.6,4017.8,2861.0,4094.4,5155.4,3132.7,3764.5,4735.5,3088.4,3132.3,3520.2,2410.6,3655.0,4320.9,2711.3,2929.1,3282.8,2268.2,3142.896296296296,3130.4555555555553,2356.785185185185,3272.3370370370358,3135.818518518519,2480.4518518518516,4028.1259259259264,3558.555555555555,2552.6111111111118,3650.596296296296,3168.859259259259,2449.5074074074078,4565.111111111111,4602.651851851851,2673.2740740740737,3824.1481481481483,3693.085185185185,2577.6185185185186,3919.7222222222226,3773.203703703704,2414.12962962963,4532.170370370371,4375.625925925926,2752.944444444444,5007.603703703704,4565.111111111111,2650.7666666666664
NP_001002858.1,16679.0,19989.2,14552.9,15674.1,18992.0,14547.6,10281.7,11602.3,10207.8,16670.0,20609.9,15835.3,15567.3,17972.9,15635.2,18450.0,20879.0,15242.1,16300.4,18420.4,17187.1,14068.5,17361.2,14304.4,10517.4,11164.9,10629.0,16906.51111111111,15367.451851851847,12370.644444444442,17495.17037037037,14791.448148148147,12521.874074074076,17657.90740740741,15532.4,12914.618518518519,17495.17037037037,15748.6,13742.78888888889,17959.62222222222,15930.070370370373,13106.362962962963,19687.366666666665,16267.788888888888,12274.696296296293,21062.459259259256,18645.27037037037,16501.866666666665,18178.16296296296,16906.51111111111,14791.448148148147,17657.90740740741,14535.344444444445,12448.87777777778
NP_001609.2,7742.3,19275.5,14736.8,7271.5,18165.2,14582.2,6519.8,13206.9,10317.1,7320.6,18841.5,14393.5,8816.0,19493.2,15901.5,8648.2,20829.1,16352.0,5849.0,13203.4,10063.1,4923.1,12519.5,9658.6,4578.8,9811.3,7236.1,7973.603703703706,14658.714814814814,12521.874074074076,7973.603703703706,14238.985185185187,12597.355555555558,11214.114814814817,17305.181481481482,13286.466666666667,7727.314814814816,14134.866666666667,12084.977777777778,9825.877777777776,17657.90740740741,13286.466666666667,8869.937037037036,16050.625925925924,13396.937037037038,7801.118518518519,13211.859259259258,9895.422222222223,6246.12962962963,12521.874074074076,9493.381481481481,7801.118518518519,13009.448148148147,8346.277777777777
NP_001596.2,6383.7,13654.8,14334.2,6471.4,13758.4,14231.3,5424.9,11123.4,12705.3,6904.9,14784.6,15064.0,8620.1,16931.8,19168.1,9239.6,20391.9,20469.0,7248.7,14343.7,16338.2,7554.9,15577.3,16794.3,5733.9,11938.8,14316.7,6439.148148148148,10235.555555555558,12005.422222222225,6873.329629629629,10919.125925925924,12203.95185185185,9097.885185185187,15047.896296296296,16050.625925925924,7068.866666666668,11214.114814814817,12782.418518518518,9667.033333333333,15225.14074074074,16501.866666666665,9574.362962962963,15930.070370370373,16267.788888888888,9363.34814814815,14658.714814814814,15367.451851851847,9446.362962962963,14658.714814814814,16267.788888888888,9404.040740740742,15930.070370370373,16906.51111111111
NP_004902.1,8811.3,16405.9,23991.7,8428.4,15519.4,21948.4,5806.0,9822.5,14073.2,9167.9,17129.4,21702.0,7809.8,13889.3,20473.5,8693.4,16383.7,21012.5,7885.6,14445.4,21229.6,9238.0,17438.9,24071.3,7138.7,12847.0,21216.1,9027.307407407407,12370.644444444442,18645.27037037037,9027.307407407407,12448.87777777778,17495.17037037037,9773.148148148148,13106.362962962963,18419.466666666664,9298.93703703704,12914.618518518519,17305.181481481482,8984.17037037037,12370.644444444442,18178.16296296296,8984.17037037037,13009.448148148147,16906.51111111111,10402.129629629628,14927.925925925925,20876.38148148148,11612.370370370372,17091.14814814815,23792.018518518522,11786.6,17495.17037037037,25280.94444444444
NP_001121089.1,13095.0,22810.3,21719.5,13050.5,21938.4,21380.0,10529.0,15215.6,15222.9,13589.6,23143.9,23724.6,15657.0,23374.0,24011.9,17217.9,28458.7,30194.3,14003.3,20522.9,21561.9,14753.8,22610.7,23506.4,13721.5,19500.4,20236.4,12370.644444444442,17495.17037037037,16906.51111111111,13211.859259259258,17657.90740740741,17305.181481481482,18178.16296296296,20876.38148148148,19687.366666666665,13211.859259259258,17657.90740740741,19365.277777777774,18419.466666666664,21062.459259259256,20302.09259259259,17959.62222222222,21350.111111111117,22736.351851851847,17959.62222222222,20876.38148148148,22165.59259259259,18848.314814814814,21062.459259259256,22736.351851851847,24771.4074074074,26756.714814814815,23214.166666666668
NP_821133.1,2496.0,3013.7,5493.7,2412.5,3054.7,5349.4,1968.2,2547.7,5074.2,2452.4,3090.6,5265.3,2710.2,3542.2,6671.6,2766.7,4151.9,7020.4,2085.7,2732.1,5413.1,1873.7,2531.0,4506.6,1668.4,2202.0,4391.4,2394.9666666666662,2404.1666666666674,4488.055555555555,2414.12962962963,2552.6111111111118,4475.425925925925,3092.3666666666663,3435.2148148148153,6228.614814814816,2374.511111111111,2506.7296296296295,4422.592592592592,2844.462962962963,3161.9629629629635,5474.603703703704,2763.4666666666667,3287.274074074075,5654.1,2617.874074074074,2904.7370370370368,5349.488888888888,2224.1740740740743,2541.107407407407,4513.6703703703715,2629.074074074074,2967.3999999999996,5074.1407407407405
NP_001138880.1,16937.6,12111.1,11507.3,15538.6,11145.6,10531.5,9904.6,7234.1,6676.2,15919.6,11745.2,10780.7,14950.4,10637.7,10623.1,15868.0,11461.7,9732.1,11485.0,8492.8,8485.7,11254.1,8416.4,7830.8,8381.8,6376.8,5985.9,17959.62222222222,9138.94074074074,9574.362962962963,16715.466666666664,8958.222222222223,9097.885185185187,16906.51111111111,9574.362962962963,8093.292592592596,16715.466666666664,8958.222222222223,8915.562962962962,16715.466666666664,9404.040740740742,8705.296296296296,16906.51111111111,9138.94074074074,7658.729629629629,15225.14074074074,8705.296296296296,7801.118518518519,14535.344444444445,8506.751851851852,7590.218518518518,13979.385185185187,8816.970370370369,6693.285185185186
NP_006073.2,5793.3,11486.4,14511.2,5714.5,10996.1,15346.2,4032.0,8162.9,11925.1,5967.8,12208.5,15844.9,6007.3,11730.2,17388.6,5316.8,13070.3,19725.1,5491.4,10135.6,14860.8,4756.5,9904.2,13700.1,3431.0,6815.7,11398.0,5783.281481481482,8741.981481481482,12274.696296296293,6037.055555555555,8676.411111111112,13846.91111111111,7127.629629629628,10992.933333333329,14791.448148148147,6106.618518518518,9298.93703703704,13846.91111111111,6988.133333333333,10330.455555555558,14791.448148148147,5671.3,9951.76296296296,15748.6,7399.859259259258,10582.070370370371,14405.851851851852,6140.907407407409,9825.877777777776,13846.91111111111,5770.84074074074,9097.885185185187,13106.362962962963
NP_001129171.1,19260.4,19338.0,14488.1,17774.8,18277.6,13404.3,11035.9,11345.9,9098.6,19934.9,20085.2,12861.6,14646.2,16031.9,12313.7,19761.4,19612.7,13757.2,14769.7,15908.9,11564.7,15244.8,16130.8,10567.3,10693.3,11214.1,9488.8,20582.581481481488,14791.448148148147,12203.95185185185,19365.277777777774,14405.851851851852,11612.370370370372,20302.09259259259,15367.451851851847,11612.370370370372,21062.459259259256,14927.925925925925,10859.388888888889,16267.788888888888,13846.91111111111,10531.31851851852,21760.211111111115,15225.14074074074,10729.766666666665,19029.055555555555,15930.070370370373,11692.21111111111,19365.277777777774,15367.451851851847,10531.31851851852,17959.62222222222,14658.714814814814,10859.388888888889
XP_005268559.1,16780.7,7226.5,30724.9,15862.0,7080.1,29449.6,7588.5,3518.4,13502.7,15905.0,7025.1,28564.9,11755.6,5153.0,19785.8,13107.4,6365.0,23638.2,9629.7,4249.0,16873.6,10121.5,4482.9,16596.1,7011.2,3162.3,12354.1,17305.181481481482,5502.2962962962965,23214.166666666668,17657.90740740741,5725.418518518519,23214.166666666668,12521.874074074076,4885.837037037036,17657.90740740741,16501.866666666665,5405.666666666667,21760.211111111115,13742.78888888889,4589.485185185186,17305.181481481482,13505.418518518518,4885.837037037036,18645.27037037037,12448.87777777778,4541.625925925925,15748.6,12691.822222222223,4499.429629629629,15930.070370370373,11443.370370370372,4375.625925925926,14405.851851851852
NP_006576.2,10758.8,15422.2,11651.7,10398.2,14756.5,11150.3,7149.7,10693.5,8956.2,10698.2,15898.6,12127.6,10724.9,15282.2,13001.4,12464.4,17899.8,13355.6,9051.0,13271.5,11424.1,9253.8,13307.2,10288.7,6987.7,10269.4,9021.2,10919.125925925924,11612.370370370372,9773.148148148148,11063.4,12005.422222222225,9446.362962962963,12203.95185185185,13979.385185185187,11214.114814814817,10859.388888888889,12203.95185185185,10280.040740740742,12005.422222222225,13594.8,11063.4,12782.418518518518,14238.985185185187,10330.455555555558,11692.21111111111,13396.937037037038,11443.370370370372,11692.21111111111,12914.618518518519,10092.37037037037,11354.237037037035,13594.8,10048.503703703704
NP_954654.1,428.2,3494.7,8397.8,357.8,4107.0,9319.7,301.2,2186.6,4427.4,375.9,3862.7,9009.7,391.5,3216.2,6765.4,295.7,4065.2,9108.1,349.3,2478.7,5286.3,258.3,2284.0,5117.2,328.7,2337.4,4570.5,391.6703703703704,2752.944444444444,6587.044444444444,353.7333333333333,3315.851851851853,7658.729629629629,422.04814814814813,2967.3999999999996,5474.603703703704,352.9222222222223,3022.551851851852,7211.133333333333,376.94074074074075,2876.8370370370367,5640.081481481482,286.81111111111113,3194.6037037037045,7241.944444444444,399.7296296296298,2640.844444444444,5271.951851851853,291.31481481481484,2307.5888888888885,5087.918518518518,485.62592592592586,3189.0999999999995,5201.925925925926
